46.835632	248.429428	597.608276	28.697252	254.879898	600.678162	24.341375	203.068314	598.256409	17.723442	229.778717	607.588074	3.804788	223.832947	603.501587
46.836258	248.433487	597.552979	28.689026	254.881653	600.714722	24.340942	203.073883	598.200439	17.720402	229.784744	607.625366	3.802329	223.825455	603.52002
46.840511	248.430161	597.529114	28.692499	254.882813	600.716309	24.337784	203.070648	598.275269	17.730803	229.779297	607.56543	3.810391	223.829132	603.491028
46.839802	248.430649	597.503662	28.697842	254.884476	600.692688	24.334743	203.078873	598.266602	17.737776	229.773315	607.529968	3.811434	223.825882	603.517517
46.840878	248.426987	597.569946	28.694899	254.885559	600.683716	24.340868	203.068207	598.244995	17.717987	229.782593	607.613525	3.807947	223.827225	603.500366
46.825878	248.430664	597.526489	28.688885	254.881531	600.757019	24.331211	203.070053	598.312927	17.732128	229.770065	607.556213	3.807172	223.834915	603.468201
46.833904	248.426468	597.550476	28.689928	254.881943	600.688965	24.340317	203.069824	598.280762	17.736435	229.767929	607.512634	3.801435	223.823334	603.517151
46.837555	248.428131	597.54248	28.691956	254.882935	600.706299	24.339378	203.071365	598.263123	17.735079	229.779297	607.494934	3.804505	223.82402	603.518005
46.8363	248.427948	597.592285	28.688095	254.882278	600.764343	24.33814	203.076874	598.297791	17.734468	229.781952	607.529663	3.812045	223.832016	603.497253
46.845139	248.434006	597.586853	28.693394	254.87796	600.727539	24.342955	203.078903	598.244812	17.725885	229.784332	607.544556	3.824517	223.825989	603.490845
46.838299	248.428696	597.571411	28.699003	254.880341	600.687317	24.339914	203.07869	598.303467	17.736971	229.778824	607.515381	3.811881	223.825424	603.489441
46.831272	248.436722	597.618225	28.695122	254.87915	600.696106	24.332479	203.072418	598.252441	17.727106	229.787094	607.572815	3.815129	223.827103	603.478455
46.837292	248.430649	597.573975	28.695404	254.876846	600.688599	24.327755	203.073151	598.293884	17.739191	229.775543	607.502258	3.80294	223.831467	603.532837
46.840424	248.427597	597.54718	28.68922	254.884506	600.719482	24.336905	203.069412	598.239685	17.725245	229.770187	607.577698	3.804624	223.82814	603.515503
46.833755	248.429123	597.526001	28.692045	254.87912	600.71637	24.336666	203.070465	598.254272	17.734558	229.779953	607.485962	3.804952	223.825394	603.519897
46.8409	248.43013	597.538635	28.698154	254.885132	600.701111	24.339437	203.07785	598.222656	17.728924	229.789139	607.532043	3.810406	223.825424	603.489014
46.839626	248.43573	597.542053	28.692156	254.88353	600.708374	24.338171	203.074554	598.275757	17.724499	229.773956	607.578247	3.813833	223.825974	603.493408
46.831898	248.424606	597.586365	28.681881	254.878433	600.708679	24.324223	203.071533	598.351135	17.724291	229.780197	607.569763	3.802464	223.829041	603.535156
46.838284	248.428909	597.551514	28.69466	254.880371	600.705811	24.336443	203.073807	598.205627	17.72304	229.772186	607.597534	3.801778	223.827881	603.531494
46.833843	248.434128	597.591675	28.692945	254.88028	600.729004	24.3354	203.072983	598.273254	17.729982	229.777145	607.567627	3.804043	223.828751	603.544617
46.832466	248.431671	597.575684	28.697924	254.878967	600.705078	24.338186	203.079102	598.26239	17.724604	229.784805	607.608093	3.805771	223.825699	603.557495
46.836205	248.427124	597.587708	28.695181	254.87912	600.684448	24.339273	203.077957	598.214966	17.725199	229.783676	607.569092	3.805727	223.824509	603.523071
46.8321	248.433762	597.604492	28.690756	254.877121	600.69989	24.328665	203.073044	598.374268	17.72356	229.781479	607.580017	3.80303	223.819275	603.539063
46.831341	248.430588	597.541687	28.677248	254.879837	600.716858	24.326368	203.070938	598.2724	17.726645	229.785706	607.540527	3.800631	223.829987	603.52417
46.832195	248.430511	597.56488	28.68782	254.883347	600.72644	24.338737	203.076157	598.194458	17.718569	229.779434	607.556702	3.804922	223.828049	603.461975
46.836666	248.434906	597.580994	28.691015	254.877686	600.713379	24.338081	203.072906	598.26416	17.724827	229.78093	607.599243	3.815651	223.835709	603.505981
46.843327	248.437103	597.54541	28.706223	254.879242	600.690857	24.340048	203.07608	598.291931	17.739355	229.786926	607.518677	3.806934	223.827393	603.532898
46.845993	248.432663	597.512268	28.695665	254.877502	600.70166	24.340481	203.070892	598.277344	17.737925	229.777878	607.502136	3.804639	223.826614	603.508057
