62.2874	59.4114	970.033		41.0963	79.2063	966.199		18.4922	35.5228	969.627		37.2377	28.6234	971.775		
62.2872	59.4056	970.022		41.1	79.2091	966.176		18.4912	35.5219	969.641		37.2431	28.6238	971.753		
62.2866	59.4037	970.022		41.0938	79.2092	966.221		18.4852	35.5222	969.657		37.2457	28.6214	971.706		
62.2828	59.408	970.063		41.0994	79.2075	966.219		18.4921	35.5259	969.617		37.2428	28.6217	971.745		
62.2872	59.4068	970.022		41.0973	79.2096	966.206		18.4942	35.5228	969.617		37.242	28.6226	971.73		
62.2872	59.4086	970.035		41.0948	79.2049	966.17		18.4907	35.5241	969.648		37.2432	28.6212	971.735		
62.285	59.4108	970.037		41.0984	79.2042	966.179		18.4916	35.5198	969.633		37.244	28.6182	971.725		
62.2872	59.4032	970.012		41.0971	79.2045	966.183		18.489	35.5257	969.645		37.2423	28.6202	971.738		
62.2868	59.408	970.032		41.0969	79.204	966.186		18.4909	35.5238	969.632		37.24	28.62	971.752		
62.2833	59.4097	970.032		41.0971	79.206	966.199		18.4933	35.5216	969.621		37.2417	28.6204	971.715		
62.2855	59.4068	970.045		41.0959	79.2086	966.19		18.4936	35.5229	969.629		37.2416	28.616	971.754		
62.2841	59.4108	970.039		41.0961	79.2068	966.208		18.4901	35.5279	969.664		37.2436	28.6243	971.749		
62.2843	59.4072	970.048		41.0982	79.205	966.199		18.4908	35.5206	969.665		37.2408	28.6208	971.771		
62.2892	59.4035	970.017		41.0975	79.2078	966.195		18.4935	35.5189	969.619		37.2391	28.6194	971.768		
62.2858	59.4045	970.009		41.0987	79.2062	966.188		18.4962	35.5209	969.602		37.2444	28.6204	971.755		
62.2821	59.4073	970.047		41.0984	79.2054	966.172		18.494	35.5227	969.638		37.2424	28.6193	971.743		
62.2886	59.4053	970.019		41.1006	79.2056	966.201		18.4848	35.5328	969.372		37.2388	28.6174	971.749		
62.2884	59.4035	969.997		41.1025	79.2049	966.16		18.491	35.5226	969.663		37.2433	28.6232	971.745		
62.2837	59.4073	970.04		41.0967	79.208	966.187		18.4945	35.5216	969.641		37.2434	28.6208	971.767		
62.2881	59.4036	970.013		41.0995	79.2085	966.17		18.4869	35.5328	969.394		37.2426	28.6218	971.765		
62.2844	59.406	970.027		41.1013	79.2101	966.213		18.4894	35.5229	969.649		37.2422	28.6242	971.779		
62.2857	59.4044	970.039		41.1001	79.2041	966.156		18.488	35.5345	969.37		37.2438	28.6209	971.773		
62.2869	59.4041	970.016		41.0968	79.2079	966.194		18.4908	35.5208	969.656		37.2431	28.6217	971.731		
62.285	59.405	970.041		41.0955	79.2063	966.216		18.4886	35.5215	969.667		37.243	28.6181	971.75		
62.2853	59.4059	970.068		41.1018	79.2002	966.167		18.4962	35.5199	969.603		37.2474	28.6138	971.734		
62.2851	59.4103	970.025		41.0989	79.2093	966.202		18.4899	35.5343	969.338		37.2399	28.6265	971.788		
62.2876	59.4027	970.013		41.0997	79.2041	966.17		18.4957	35.5181	969.627		37.2372	28.6177	971.778		
62.2887	59.4061	970.016		41.0974	79.2087	966.207		18.4902	35.5198	969.647		37.2367	28.6179	971.791		
62.286	59.4061	970.023		41.0981	79.2083	966.21		18.4958	35.517	969.606		37.2405	28.6179	971.761		
62.2886	59.4031	970.039		41.0987	79.207	966.207		18.4934	35.5207	969.625		37.2391	28.6173	971.76		
62.2876	59.4026	969.983		41.1011	79.2004	966.172		18.4899	35.529	969.379		37.2411	28.6168	971.758		
62.2857	59.4022	970.028		41.0969	79.209	966.195		18.4998	35.5232	969.638		37.241	28.6192	971.75		
62.2844	59.4072	970.038		41.0975	79.2118	966.216		18.4926	35.5214	969.634		37.244	28.6192	971.727		
62.2846	59.4014	969.999		41.0965	79.2053	966.181		18.4935	35.528	969.355		37.2411	28.6187	971.778		
62.2823	59.4037	970.058		41.0985	79.2001	966.173		18.4886	35.5173	969.652		37.2398	28.6173	971.782		
62.2856	59.404	970.04		41.0973	79.206	966.184		18.4888	35.5226	969.663		37.2416	28.6169	971.75		
62.2864	59.4058	970.047		41.1009	79.2047	966.191		18.4937	35.522	969.656		37.24	28.6201	971.784		
62.2833	59.4051	970.033		41.098	79.2036	966.184		18.4927	35.5154	969.637		37.2429	28.6162	971.764		
62.2849	59.4036	970.044		41.097	79.205	966.169		18.4855	35.5322	969.334		37.2449	28.617	971.74		
62.2925	59.4093	970.042		41.0971	79.207	966.192		18.497	35.5197	969.626		37.2427	28.6201	971.756		
62.2855	59.4054	970.044		41.0998	79.2058	966.198		18.487	35.5378	969.38		37.2454	28.6187	971.772		
62.2865	59.4074	970.045		41.0963	79.2022	966.194		18.4891	35.5329	969.358		37.2466	28.6138	971.715		
62.2913	59.4024	970.016		41.1018	79.2056	966.191		18.4878	35.5335	969.366		37.2422	28.619	971.78		
62.2854	59.4079	970.016		41.1012	79.2029	966.159		18.4971	35.5218	969.637		37.2402	28.6205	971.77		
62.289	59.4047	970.048		41.0999	79.2028	966.178		18.495	35.518	969.638		37.2403	28.6172	971.767		
62.2866	59.4017	970.029		41.0981	79.2063	966.186		18.4955	35.5173	969.607		37.24	28.6194	971.761		
62.2881	59.4039	970.029		41.0989	79.2027	966.186		18.4957	35.5207	969.615		37.2436	28.6175	971.758		
62.2834	59.4047	970.032		41.1003	79.2051	966.21		18.4949	35.5198	969.617		37.2477	28.6149	971.727		
62.2866	59.4118	970.048		41.1013	79.2079	966.21		18.4911	35.5223	969.649		37.2417	28.6217	971.756		
62.2864	59.4055	970.034		41.0997	79.213	966.24		18.4964	35.5202	969.645		37.2446	28.6155	971.748		
62.287	59.404	970.036		41.1018	79.2068	966.184		18.4927	35.5205	969.617		37.2441	28.6203	971.734		
62.2853	59.4071	970.036		41.0994	79.206	966.19		18.4946	35.5223	969.629		37.2422	28.6222	971.769		
62.288	59.4055	970.019		41.1	79.2047	966.19		18.4927	35.522	969.668		37.2417	28.617	971.754		
62.2883	59.4006	970.009		41.1009	79.2048	966.203		18.494	35.5217	969.634		37.2451	28.6172	971.75		
62.2873	59.4057	970.051		41.0983	79.2064	966.203		18.4889	35.5296	969.348		37.2433	28.617	971.756		
62.2893	59.4072	970.039		41.1043	79.2048	966.17		18.4862	35.531	969.378		37.2406	28.6202	971.756		
62.2881	59.4015	970.041		41.0959	79.207	966.193		18.4876	35.5189	969.67		37.2406	28.6219	971.776		
62.2907	59.406	970.035		41.1032	79.2053	966.179		18.497	35.5214	969.658		37.2422	28.6154	971.733		
