52.9713	298.87	952.303	
53.2315	298.827	952.007	
53.1739	298.861	952.483	
53.1996	298.785	951.457	
53.4249	298.804	951.915	
53.2086	298.852	952.355	
53.4207	298.873	952.975	
53.2788	298.792	951.549	
53.2826	298.919	953.327	
53.2424	298.853	952.401	
53.2826	298.919	953.327	
53.2718	298.856	952.428	
53.3439	298.793	951.705	
53.2644	298.828	952.051	
53.4321	298.813	952.006	
53.2355	298.825	952.024	
53.1613	298.895	952.924	
53.4301	298.774	951.484	
53.4238	298.744	951.107	
53.3078	298.835	952.105	
53.2718	298.856	952.428	
53.2355	298.825	952.024	
53.1513	298.83	952.024	
53.6561	298.758	951.685	
53.202	298.687	950.111	
53.5013	298.708	950.761	
53.4656	298.706	950.734	
53.2644	298.828	952.051	
53.2644	298.828	952.051	
53.047	298.775	951.055	
53.4567	298.863	952.851	
53.4301	298.774	951.484	
53.1513	298.83	952.024	
53.3022	298.812	951.837	
53.5013	298.708	950.761	
53.4238	298.744	951.107	
53.3841	298.71	950.733	
53.5988	298.728	951.158	
53.4238	298.744	951.107	
53.5013	298.708	950.761	
53.5013	298.708	950.761	
53.5835	298.749	951.535	
53.3022	298.812	951.837	
53.3077	298.746	951.079	
53.515	298.777	951.756	
53.5058	298.784	951.882	
53.3459	298.865	952.826	
53.3077	298.746	951.079	
53.5013	298.708	950.761	
53.5013	298.708	950.761	
53.3841	298.71	950.733	
53.5013	298.708	950.761	
53.5013	298.708	950.761	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.346	298.708	950.704	
53.4238	298.744	951.107	
53.6984	298.747	951.562	
53.5013	298.708	950.761	
53.5013	298.708	950.761	
53.3077	298.746	951.079	
53.5835	298.749	951.535	
53.4256	298.831	952.48	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.7029	298.665	950.466	
53.5013	298.708	950.761	
53.6664	298.744	951.536	
53.3841	298.71	950.733	
53.5013	298.708	950.761	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.2218	298.687	950.177	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.2297	298.795	951.678	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5013	298.708	950.761	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.346	298.708	950.704	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.3917	298.625	949.638	
53.3841	298.71	950.733	
53.6984	298.747	951.562	
53.3841	298.71	950.733	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5013	298.708	950.761	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5085	298.761	951.51	
53.3841	298.71	950.733	
53.3537	298.786	951.608	
53.5835	298.749	951.535	
53.5085	298.761	951.51	
53.3841	298.71	950.733	
53.243	298.706	950.485	
53.5013	298.708	950.761	
53.3841	298.71	950.733	
53.4419	298.746	951.286	
53.3841	298.71	950.733	
53.5013	298.708	950.761	
53.3917	298.625	949.638	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.3841	298.71	950.733	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.4419	298.746	951.286	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.3841	298.71	950.733	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.5652	298.693	950.786	
53.243	298.706	950.485	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5888	298.668	950.44	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5492	298.747	951.508	
53.3917	298.625	949.638	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.76	298.732	951.586	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5673	298.7	950.922	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5492	298.747	951.508	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5492	298.747	951.508	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5558	298.665	950.413	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.7634	298.651	950.49	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.4419	298.746	951.286	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5405	298.614	949.804	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.3841	298.71	950.733	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.7309	298.729	951.561	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.7309	298.729	951.561	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5673	298.7	950.922	
53.5835	298.749	951.535	
53.76	298.732	951.586	
53.5888	298.668	950.44	
53.3917	298.625	949.638	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5728	298.616	949.831	
53.5888	298.668	950.44	
53.7634	298.651	950.49	
53.7634	298.651	950.49	
53.5558	298.665	950.413	
53.5888	298.668	950.44	
53.76	298.732	951.586	
53.5652	298.693	950.786	
53.7634	298.651	950.49	
53.7634	298.651	950.49	
53.7634	298.651	950.49	
53.5673	298.7	950.922	
53.3917	298.625	949.638	
53.5492	298.747	951.508	
53.5673	298.7	950.922	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.7634	298.651	950.49	
53.5835	298.749	951.535	
53.76	298.732	951.586	
53.5835	298.749	951.535	
53.5888	298.668	950.44	
53.76	298.732	951.586	
53.5888	298.668	950.44	
53.5478	298.706	950.983	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5558	298.665	950.413	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.5558	298.665	950.413	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.76	298.732	951.586	
53.76	298.732	951.586	
53.5835	298.749	951.535	
53.5558	298.665	950.413	
53.5835	298.749	951.535	
53.5835	298.749	951.535	
53.76	298.732	951.586	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.5558	298.665	950.413	
53.7634	298.651	950.49	
53.5888	298.668	950.44	
53.5835	298.749	951.535	
53.5673	298.7	950.922	
53.76	298.732	951.586	
53.76	298.732	951.586	
53.7357	298.648	950.465	
53.5888	298.668	950.44	
53.7309	298.729	951.561	
53.5888	298.668	950.44	
53.5728	298.616	949.831	
53.5673	298.7	950.922	
53.5439	298.786	952.079	
53.7188	298.69	951.032	
53.7192	298.596	949.856	
53.5835	298.749	951.535	
53.7427	298.683	950.972	
53.5492	298.747	951.508	
53.7188	298.69	951.032	
53.7192	298.596	949.856	
53.7144	298.68	950.947	
53.5558	298.665	950.413	
53.5888	298.668	950.44	
53.7144	298.68	950.947	
53.5728	298.616	949.831	
53.5888	298.668	950.44	
53.5888	298.668	950.44	
53.7192	298.596	949.856	
53.7309	298.729	951.561	
53.7634	298.651	950.49	
53.5558	298.665	950.413	
53.5439	298.786	952.079	
53.5728	298.616	949.831	
53.5558	298.665	950.413	
53.5652	298.693	950.786	
53.8086	298.675	950.992	
53.7634	298.651	950.49	
53.6572	298.66	950.461	
53.7144	298.68	950.947	
53.7169	298.769	952.129	
53.7818	298.761	952.148	
53.5337	298.697	950.895	
53.5673	298.7	950.922	
53.5888	298.668	950.44	
53.7462	298.599	949.881	
53.76	298.732	951.586	
53.7309	298.729	951.561	
53.7357	298.648	950.465	
53.5835	298.749	951.535	
53.7643	298.632	950.442	
53.7427	298.683	950.972	
53.7634	298.651	950.49	
53.5835	298.749	951.535	
53.5492	298.747	951.508	
53.7634	298.651	950.49	
53.7427	298.683	950.972	
53.7634	298.651	950.49	
53.7427	298.683	950.972	
53.7462	298.599	949.881	
53.7357	298.648	950.465	
53.7462	298.599	949.881	
53.7357	298.648	950.465	
53.7824	298.672	950.967	
53.5835	298.749	951.535	
