[455.7069396972656, 452.4490661621094, 470.7244567871094, 438.5103149414063, 333.3144226074219, 323.9447021484375, 304.1646118164063;
 493.8929138183594, 445.3578796386719, 460.4883728027344, 456.816162109375, 407.7809143066406, 362.8363952636719, 263.4820861816406][377.1270751953125, 375.2160949707031, 391.2327270507813, 362.3388061523438, 262.8941955566406, 252.919921875, 231.6557312011719;
 478.8634948730469, 427.7469482421875, 443.7259521484375, 439.7203369140625, 386.5875854492188, 337.8746032714844, 229.815673828125][455.698974609375, 452.4389953613281, 470.7166748046875, 438.5102233886719, 332.8080139160156, 323.3201293945313, 303.2186279296875;
 493.8814086914063, 445.3407897949219, 460.4751586914063, 456.7962646484375, 407.91015625, 362.98828125, 263.6785888671875][377.1098022460938, 375.2097473144531, 391.2301940917969, 362.3406372070313, 262.3042907714844, 252.1848449707031, 230.6134033203125;
 478.853271484375, 427.7379760742188, 443.7150573730469, 439.697509765625, 386.708251953125, 338.03515625, 230.0055084228516][455.7024841308594, 452.4425048828125, 470.7104797363281, 438.5006713867188, 333.7586669921875, 324.4859924316406, 304.9177551269531;
 493.8910827636719, 445.3432006835938, 460.4864807128906, 456.793212890625, 407.7533874511719, 362.7774658203125, 263.2823181152344][377.1151428222656, 375.2025146484375, 391.2281799316406, 362.3288269042969, 263.4422607421875, 253.6408233642578, 232.6967620849609;
 478.8519287109375, 427.7417602539063, 443.7201232910156, 439.70068359375, 386.5656433105469, 337.8150939941406, 229.6286926269531][455.7023620605469, 452.4483947753906, 470.7186584472656, 438.5166015625, 333.8154602050781, 324.545166015625, 304.9899291992188;
 493.8941040039063, 445.3490600585938, 460.4918518066406, 456.7989501953125, 407.7283935546875, 362.740478515625, 263.1739807128906][377.12255859375, 375.2154235839844, 391.239990234375, 362.33740234375, 263.5866394042969, 253.8137359619141, 232.9009552001953;
 478.8619384765625, 427.7474975585938, 443.729736328125, 439.70947265625, 386.5367431640625, 337.7672119140625, 229.5210418701172][455.6898803710938, 452.4285583496094, 470.7069702148438, 438.50439453125, 333.5163269042969, 324.2026062011719, 304.4496459960938;
 493.8848266601563, 445.3525390625, 460.48828125, 456.8102111816406, 407.9075317382813, 362.9106750488281, 263.3565368652344][377.109375, 375.1948852539063, 391.21923828125, 362.3192749023438, 263.26806640625, 253.3979797363281, 232.3523101806641;
 478.8653564453125, 427.7482604980469, 443.7246398925781, 439.7196350097656, 386.71337890625, 337.9604187011719, 229.7002105712891][455.6947326660156, 452.4403991699219, 470.7127685546875, 438.5195922851563, 333.3044128417969, 323.9072265625, 304.0687866210938;
 493.8942565917969, 445.3486633300781, 460.4889221191406, 456.8128051757813, 407.8773803710938, 362.8859252929688, 263.3647155761719][377.1162109375, 375.1979370117188, 391.2179565429688, 362.3340148925781, 263.0604248046875, 253.1004943847656, 231.9010314941406;
 478.8602905273438, 427.7481994628906, 443.7222290039063, 439.7106323242188, 386.6770935058594, 337.9367980957031, 229.6728820800781][455.6942443847656, 452.4508361816406, 470.7113647460938, 438.5099182128906, 333.1496887207031, 323.7143249511719, 303.8171081542969;
 493.8897705078125, 445.3461303710938, 460.4905700683594, 456.8073425292969, 407.8323059082031, 362.8680725097656, 263.3644409179688][377.1219482421875, 375.2013549804688, 391.2339782714844, 362.3321228027344, 262.8789367675781, 252.8911895751953, 231.5738677978516;
 478.8617553710938, 427.7555236816406, 443.7215881347656, 439.7222290039063, 386.6525268554688, 337.9071350097656, 229.6907501220703][455.7012023925781, 452.4448852539063, 470.7237854003906, 438.5218811035156, 333.0277709960938, 323.5502319335938, 303.55908203125;
 493.8846130371094, 445.3370056152344, 460.4828186035156, 456.7999572753906, 407.8258361816406, 362.8842468261719, 263.4258728027344][377.124267578125, 375.2218322753906, 391.2330627441406, 362.3421936035156, 262.6983032226563, 252.6629791259766, 231.262939453125;
 478.8507995605469, 427.7380981445313, 443.7174682617188, 439.7041625976563, 386.6443481445313, 337.9085693359375, 229.7349395751953][455.7020263671875, 452.44140625, 470.717529296875, 438.5120239257813, 332.9141235351563, 323.4241027832031, 303.3416137695313;
 493.8858947753906, 445.3392028808594, 460.4825134277344, 456.8019104003906, 407.8619689941406, 362.91650390625, 263.4695129394531][377.1256408691406, 375.2122802734375, 391.2259216308594, 362.3402099609375, 262.5658569335938, 252.4941253662109, 231.0325012207031;
 478.8594665527344, 427.7405090332031, 443.720947265625, 439.7017822265625, 386.6817626953125, 337.9517211914063, 229.7614440917969][455.6982116699219, 452.4370422363281, 470.7181396484375, 438.5120849609375, 332.9343872070313, 323.4663696289063, 303.4128112792969;
 493.8904724121094, 445.3411865234375, 460.4923400878906, 456.8091430664063, 407.8411560058594, 362.89794921875, 263.4484558105469][377.1169738769531, 375.2143859863281, 391.2380065917969, 362.3330688476563, 262.5987548828125, 252.5500793457031, 231.1018676757813;
 478.8584899902344, 427.7464904785156, 443.7274780273438, 439.71630859375, 386.6575927734375, 337.9380187988281, 229.7500610351563][455.7083740234375, 452.454833984375, 470.7250061035156, 438.53125, 333.16748046875, 323.7334594726563, 303.8382568359375;
 493.887939453125, 445.3452453613281, 460.4859313964844, 456.7977600097656, 407.7992858886719, 362.8304748535156, 263.3306579589844][377.1321105957031, 375.2267761230469, 391.2469787597656, 362.3428649902344, 262.9059143066406, 252.9158325195313, 231.6101684570313;
 478.8580017089844, 427.7455444335938, 443.7191467285156, 439.7117919921875, 386.6098022460938, 337.8675537109375, 229.6461791992188][455.7038269042969, 452.4487609863281, 470.7284240722656, 438.5141296386719, 333.5639953613281, 324.2618103027344, 304.543701171875;
