589.518	607.035	618.394	608.592	675.851	612.327	
589.31	607.143	618.62	609.399	676.229	612.828	
589.279	607.198	618.515	609.191	676.133	612.849	
589.271	607.081	618.61	609.165	675.753	612.836	
589.392	606.775	618.854	608.789	676.322	612.482	
589.721	606.403	618.125	608.289	675.823	612.153	
589.605	606.644	618.612	608.162	676.295	612.21	
589.597	606.564	618.838	608.343	676.486	612.214	
589.554	606.363	619.008	608.474	676.507	612.131	
589.837	606.366	618.717	607.927	676.126	611.804	
589.871	606.173	618.895	607.768	676.574	611.861	
589.574	606.228	618.862	608.535	675.939	612.225	
589.506	605.892	618.542	608.444	675.72	612.147	
589.799	605.664	618.25	607.398	676.016	611.661	
589.803	605.917	618.968	607.615	676.54	611.69	
589.586	606.213	618.992	608.229	676.506	611.999	
589.516	606.387	618.821	608.655	676.446	612.177	
590.081	605.347	618.633	607.253	676.329	611.299	
589.822	605.344	618.105	607.567	675.912	611.631	
589.446	605.751	618.22	608.028	675.564	611.994	
589.663	605.329	618.033	607.222	675.79	611.569	
589.534	605.571	617.992	607.262	675.702	611.583	
589.688	605.862	618.576	607.437	676.03	611.278	
589.844	605.336	618.559	607.144	676.04	611.081	
589.508	605.947	618.819	608.179	676.464	611.834	
589.798	605.813	618.775	607.389	676.469	611.523	
589.853	605.627	618.642	607.304	676.083	611.18	
589.525	605.504	618.288	607.725	675.654	611.752	
589.532	605.865	618.845	607.998	675.999	611.836	
589.521	605.838	617.989	607.495	675.7	611.755	
589.586	605.559	618.793	607.696	676.462	611.533	
589.487	605.885	618.802	608.032	675.954	611.875	
589.477	605.713	618.695	608.163	675.792	611.877	
589.34	605.981	618.313	608.508	675.422	612.23	
589.546	605.616	618.764	607.784	676.452	611.575	
589.407	605.44	618.036	607.409	675.578	611.583	
589.459	605.502	618.75	607.918	675.812	611.672	
589.536	605.77	618.979	607.963	676.475	611.646	
589.43	605.716	618.092	607.7	675.6	611.781	
589.695	605.102	618.014	607.085	675.792	611.317	
589.666	605.508	618.141	607.154	675.819	611.412	
589.661	605.306	619.042	607.367	676.583	611.264	
589.495	605.666	618.934	607.876	676.43	611.556	
589.533	605.867	618.767	608.029	676.437	611.744	
589.37	605.708	618.622	607.796	675.923	611.645	
589.528	605.232	618.819	607.593	676.096	611.398	
589.607	605.383	619.041	607.578	676.534	611.335	
589.907	604.952	618.327	606.924	675.937	610.959	
589.573	605.244	618.095	606.988	675.749	611.282	
589.525	605.149	618.028	606.786	675.711	611.034	
589.645	604.89	618.12	606.633	675.908	610.95	
589.678	604.732	618.083	606.634	675.805	611.057	
589.518	604.919	618.829	607.191	675.938	611.105	
589.394	604.926	618.56	607.48	675.681	611.264	
589.384	605.008	618.307	607.548	675.579	611.435	
589.428	604.921	618.036	606.871	675.612	611.112	
589.473	604.719	618.698	607.178	675.815	611.003	
589.56	604.744	619.001	607.011	676.49	610.814	
589.791	604.215	618.077	606.329	675.841	610.621	
589.927	604.223	618.214	606.556	675.991	610.663	
589.55	604.616	618.283	606.901	675.658	611.001	
589.884	604.245	618.259	606.218	675.961	610.658	
589.701	604.391	618.208	606.182	675.88	610.598	
589.761	604.723	619.167	606.998	676.656	610.805	
589.546	604.503	618.306	606.91	675.651	610.949	
589.848	604.677	618.891	606.389	676.554	610.629	
589.806	604.714	618.628	606.381	676.046	610.359	
589.932	604.24	618.266	606.388	676.101	610.509	
589.547	604.754	617.969	606.435	675.743	610.68	
589.239	604.883	617.936	606.989	675.387	611.096	
589.569	604.622	617.899	606.549	675.685	610.882	
589.536	604.604	617.8	606.652	675.622	610.896	
589.46	604.98	617.955	606.587	675.66	610.803	
589.115	604.987	617.761	606.918	675.253	611.101	
589.708	604.227	618.552	605.951	675.976	610.007	
589.186	604.344	617.872	606.502	675.36	610.675	
589.297	604.695	617.621	606.595	675.491	610.924	
589.443	606.016	617.679	607.907	675.546	611.906	
587.844	614.642	616.304	615.466	674.095	618.019	
587.921	616.026	616.684	617.406	674.138	619.552	
589.263	610.086	617.629	611.636	675.37	614.771	
589.36	608.746	617.905	610.302	675.529	613.689	
589.051	609.366	618.165	610.775	675.729	614.139	
589.081	609.229	618.371	610.921	675.9	614.11	
589.029	609.645	617.871	610.912	675.15	614.042	
589.13	607.91	618.407	609.922	675.967	613.146	
588.997	607.171	617.631	609.054	675.153	612.694	
589.539	604.827	618.076	606.643	675.673	610.846	
589.967	605.21	618.779	606.846	676.377	610.743	
589.569	605.501	618.441	607.059	675.85	610.819	
590.065	604.316	618.484	606.27	676.237	610.353	
589.956	604.236	618.545	606.173	676.004	610.21	
589.306	607.265	618.561	609.256	675.74	612.717	
589.999	604.963	619.307	607.022	676.802	610.851	
590.013	604.614	618.852	606.268	676.141	610.164	
590.19	603.946	619.301	605.782	676.861	609.944	
589.99	604.434	618.772	606.104	676.113	610.035	
590.091	603.944	618.902	605.646	676.436	609.664	
590.469	603.541	619.228	605.274	676.437	609.32	
590.159	603.444	618.636	605.324	676.079	609.756	

