641.64	605.548	665.608	607.958	714.97	613.372	
641.313	605.757	665.749	608.587	714.904	613.842	
641.241	605.774	665.767	608.58	714.755	613.954	
641.153	605.637	665.657	608.61	714.595	613.869	
641.4	605.391	665.79	608.229	714.985	613.407	
641.684	604.813	665.34	607.672	714.648	613.301	
641.592	605.221	665.946	607.579	715.048	613.138	
641.667	605.177	666.113	607.816	715.204	613.154	
641.557	604.978	665.982	607.847	715.196	613.084	
641.805	605.01	666.034	607.231	715.218	612.832	
641.883	604.835	666.268	607.232	715.383	612.796	
641.381	604.849	665.91	607.884	714.921	613.221	
641.296	604.514	665.612	607.702	714.791	613.059	
641.498	604.376	665.554	606.797	715.001	612.697	
641.857	604.563	666.231	607.107	715.341	612.598	
641.64	604.839	666.065	607.616	715.182	612.902	
641.528	605.015	665.981	607.848	715.135	613.175	
642.163	603.839	665.83	606.585	715.169	612.389	
641.68	603.916	665.453	607.06	714.814	612.744	
641.261	604.414	665.314	607.367	714.659	612.961	
641.431	603.987	665.306	606.562	714.765	612.694	
641.206	604.317	665.195	606.69	714.61	612.556	
641.687	604.455	665.776	606.777	715.066	612.339	
641.89	603.859	665.702	606.492	715.089	612.193	
641.508	604.534	665.955	607.432	715.099	612.835	
641.814	604.421	666.143	606.791	715.262	612.438	
642.02	604.086	665.857	606.679	715.216	612.288	
641.339	604.166	665.376	607.086	714.768	612.728	
641.404	604.419	665.917	607.432	714.913	612.86	
641.236	604.55	665.239	606.937	714.649	612.724	
641.525	604.142	666.051	607.039	715.085	612.595	
641.367	604.423	665.873	607.45	714.865	612.897	
641.308	604.283	665.76	607.486	714.794	612.799	
641.116	604.64	665.4	607.755	714.594	613.117	
641.493	604.204	666.003	607.098	715.042	612.63	
641.168	604.104	665.15	606.77	714.569	612.633	
641.264	604.087	665.725	607.27	714.744	612.619	
641.498	604.362	665.903	607.262	715.142	612.609	
641.199	604.34	665.187	607.068	714.652	612.818	
641.521	603.718	665.342	606.475	714.777	612.5	
641.367	604.276	665.397	606.574	714.776	612.387	
641.702	603.954	666.13	606.769	715.255	612.166	
641.466	604.275	665.918	607.161	715.093	612.512	
641.548	604.443	666.042	607.308	715.103	612.793	
641.254	604.279	665.77	607.218	714.731	612.672	
641.321	603.84	665.851	606.926	714.849	612.377	
641.6	603.998	666.005	606.919	715.205	612.271	
641.865	603.385	665.508	606.31	714.831	612.077	
641.276	603.951	665.266	606.409	714.683	612.282	
641.172	603.854	665.196	606.203	714.62	612.028	
641.299	603.591	665.34	606.05	714.807	611.975	
641.418	603.403	665.333	605.997	714.793	612.132	
641.346	603.46	665.85	606.592	714.834	612.09	
641.15	603.533	665.518	606.753	714.624	612.136	
641.132	603.653	665.369	606.787	714.61	612.31	
641.181	603.556	665.141	606.275	714.584	612.167	
641.274	603.294	665.73	606.506	714.738	611.93	
641.508	603.331	665.913	606.294	715.14	611.756	
641.609	602.835	665.434	605.826	714.86	611.79	
641.786	602.787	665.507	605.993	714.854	611.753	
641.37	603.25	665.411	606.211	714.788	611.96	
641.703	602.904	665.571	605.528	715.012	611.775	
641.421	603.14	665.409	605.596	714.831	611.556	
641.787	603.326	666.213	606.265	715.378	611.745	
641.344	603.155	665.429	606.171	714.761	611.893	
641.883	603.282	666.239	605.819	715.322	611.517	
641.891	603.171	665.787	605.754	715.167	611.393	
641.792	602.689	665.444	605.76	714.758	611.591	
641.167	603.452	665.229	605.8	714.683	611.685	
640.975	603.503	664.941	606.346	714.388	612.101	
641.333	603.301	665.193	605.917	714.649	612.008	
641.281	603.208	665.087	606.143	714.533	612.028	
641.038	603.662	665.092	606.021	714.53	611.788	
640.779	603.605	664.71	606.331	714.211	612.148	
641.62	602.789	665.609	605.291	715.019	611.013	
640.829	602.966	664.799	605.823	714.282	611.663	
640.974	603.373	664.831	605.959	714.333	612.027	
641.248	604.622	665.066	607.443	714.467	613.075	
639.44	613.398	663.476	614.967	712.918	619.152	
639.765	614.748	663.827	616.798	713.171	620.671	
641.293	608.547	664.853	611.035	714.153	615.969	
641.45	607.229	665.11	609.658	714.454	614.838	
641.128	608.003	665.465	610.236	714.523	615.075	
641.193	607.904	665.595	610.346	714.636	615.074	
641.133	608.212	665.118	610.251	714.378	615.137	
641.143	606.518	665.537	609.184	714.62	614.184	
640.807	605.807	664.764	608.41	714.151	613.716	
641.356	603.462	665.284	606.089	714.702	611.897	
642.107	603.792	666.059	606.197	715.389	611.71	
641.63	604.102	665.669	606.403	714.94	611.86	
642.09	602.758	665.684	605.621	715.004	611.427	
642.065	602.708	665.768	605.48	715.076	611.329	
641.255	605.847	665.739	608.679	714.64	613.736	
642.141	603.604	666.518	606.419	715.604	611.72	
642.093	603.198	666.112	605.607	715.373	611.222	
642.355	602.558	666.775	605.191	715.774	610.825	
642.191	602.969	666.079	605.43	715.396	611.051	
642.213	602.558	666.243	604.954	715.495	610.642	
642.853	602.027	666.69	604.637	715.918	610.362	
642.227	602.159	666.1	604.729	715.366	610.77	

