-18.3043	-11.3193	795.9		6.45689	-47.1864	783.303		19.4053	-65.7683	776.549		
-18.3043	-11.3193	795.9		6.45689	-47.1864	783.303		19.4184	-65.7629	776.509		
-18.3136	-11.3138	795.865		6.43735	-47.1739	783.238		19.4053	-65.7683	776.549		
-18.3175	-11.34	795.806		6.48157	-47.1944	783.384		19.4205	-65.7788	776.597		
-64.9332	115.184	2759.23		6.46158	-47.1857	783.268		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.45689	-47.1864	783.303		19.4205	-65.7788	776.597		
-64.9332	115.184	2759.23		6.46229	-47.1943	783.358		19.4053	-65.7683	776.549		
-18.3136	-11.3138	795.865		6.46278	-47.2018	783.43		19.4089	-65.7868	776.56		
-18.3136	-11.3138	795.865		6.46203	-47.1775	783.32		19.4031	-65.7524	776.462		
-18.3043	-11.3193	795.9		6.45689	-47.1864	783.303		19.424	-65.7971	776.607		
-18.309	-11.3324	795.883		6.46259	-47.1936	783.392		19.4053	-65.7683	776.549		
-18.3043	-11.3193	795.9		6.44931	-47.2006	783.347		19.4053	-65.7683	776.549		
-18.3136	-11.3138	795.865		6.45742	-47.1982	783.375		19.4219	-65.7812	776.519		
-64.9333	115.184	2759.23		6.45689	-47.1864	783.303		19.4205	-65.7788	776.597		
-18.309	-11.3324	795.883		6.48207	-47.2019	783.457		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.46259	-47.1936	783.392		19.4031	-65.7524	776.462		
-18.3136	-11.3138	795.865		6.45689	-47.1864	783.303		19.4053	-65.7683	776.549		
-18.3043	-11.3193	795.9		6.45689	-47.1864	783.303		19.4053	-65.7683	776.549		
-18.3043	-11.3193	795.9		6.43735	-47.1739	783.238		19.4053	-65.7683	776.549		
-18.3136	-11.3138	795.865		6.4818	-47.2003	783.417		19.4181	-65.7617	776.59		
-64.9332	115.184	2759.23		6.48157	-47.1944	783.384		19.4053	-65.7683	776.549		
-18.3043	-11.3193	795.9		6.43788	-47.1857	783.31		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.43757	-47.1864	783.276		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.45742	-47.1982	783.375		19.4063	-65.7542	776.587		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4031	-65.7524	776.462		
-18.309	-11.3324	795.883		6.45689	-47.1864	783.303		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.46177	-47.1759	783.28		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.43788	-47.1857	783.31		19.4053	-65.7683	776.549		
-104.79	35.2021	1440.61		6.46203	-47.1775	783.32		19.4184	-65.7629	776.509		
-64.9332	115.184	2759.23		6.45619	-47.1778	783.214		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.46256	-47.1893	783.392		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.45589	-47.1719	783.174		19.4007	-65.7353	776.455		
-64.9333	115.184	2759.23		6.43706	-47.168	783.198		19.4002	-65.7535	776.348		
-2.43707	2.78152	847.316		6.43788	-47.1857	783.31		19.4053	-65.7683	776.549		
-18.309	-11.3324	795.883		6.449	-47.2013	783.313		19.4031	-65.7524	776.462		
-64.9333	115.184	2759.23		6.46259	-47.1936	783.392		19.4042	-65.7383	776.5		
-64.9333	115.184	2759.23		6.4566	-47.1806	783.263		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.44848	-47.1829	783.236		19.4031	-65.7524	776.462		
-18.3043	-11.3193	795.9		6.45689	-47.1864	783.303		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4053	-65.7683	776.549		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4031	-65.7524	776.462		
-64.9333	115.184	2759.23		6.48153	-47.1901	783.384		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.43788	-47.1857	783.31		19.4184	-65.7629	776.509		
-64.9333	115.184	2759.23		6.43735	-47.1739	783.238		19.4184	-65.7629	776.509		
-18.3043	-11.3193	795.9		6.4566	-47.1806	783.263		19.4184	-65.7629	776.509		
-18.3035	-11.3324	795.859		6.44878	-47.1887	783.275		19.4031	-65.7524	776.462		
-18.309	-11.3324	795.883		6.43665	-47.1652	783.149		19.4031	-65.7524	776.462		
-18.3136	-11.3138	795.865		6.43735	-47.1739	783.238		19.4029	-65.7513	776.543		
-18.3136	-11.3138	795.865		6.45689	-47.1864	783.303		19.4042	-65.7383	776.5		
-18.3136	-11.3138	795.865		6.45742	-47.1982	783.375		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.45817	-47.1976	783.46		19.4053	-65.7683	776.549		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4184	-65.7629	776.509		
-64.9333	115.184	2759.23		6.46206	-47.1818	783.32		19.4192	-65.7476	776.628		
-64.9332	115.184	2759.23		6.4821	-47.2062	783.457		19.4053	-65.7683	776.549		
-64.9333	115.184	2759.23		6.46206	-47.1818	783.32		19.4031	-65.7524	776.462		
-18.3183	-11.3269	795.847		6.45689	-47.1864	783.303		19.4205	-65.7788	776.597		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4053	-65.7683	776.549		
-18.3043	-11.3193	795.9		6.43706	-47.168	783.198		19.4031	-65.7524	776.462		
-64.9333	115.184	2759.23		6.48153	-47.1901	783.384		19.4029	-65.7513	776.543		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4042	-65.7383	776.5		
-18.3136	-11.3055	795.865		6.45689	-47.1864	783.303		19.4007	-65.7353	776.455		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4063	-65.7542	776.587		
-64.9332	115.184	2759.23		6.48153	-47.1901	783.384		19.4018	-65.7212	776.494		
-64.9332	115.184	2759.23		6.45689	-47.1864	783.303		19.4053	-65.7683	776.549		
-64.9332	115.184	2759.23		6.43788	-47.1857	783.31		19.4007	-65.7353	776.455		
-18.3136	-11.3055	795.865		6.45689	-47.1864	783.303		19.4195	-65.7488	776.548		
-64.9333	115.184	2759.23		6.48124	-47.1842	783.345		19.408	-65.7695	776.658		
-64.9333	115.184	2759.23		6.48056	-47.1798	783.256		19.4031	-65.7524	776.462		
-18.3043	-11.3193	795.9		6.5062	-47.1922	783.428		19.4063	-65.7542	776.587		
-64.9332	115.184	2759.23		6.46206	-47.1818	783.32		19.4042	-65.7383	776.5		
-18.3136	-11.3055	795.865		6.4566	-47.1806	783.263		19.4031	-65.7524	776.462		
-18.3043	-11.3193	795.9		6.45742	-47.1982	783.375		19.4031	-65.7524	776.462		
-18.309	-11.3324	795.883		6.48157	-47.1944	783.384		19.4195	-65.7488	776.548		
-64.9332	115.184	2759.23		6.46203	-47.1775	783.32		19.4053	-65.7683	776.549		
-18.3136	-11.3138	795.865		6.4566	-47.1806	783.263		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.43706	-47.168	783.198		19.4031	-65.7524	776.462		
-64.9332	115.184	2759.23		6.43788	-47.1857	783.31		19.4159	-65.7458	776.502		
-18.294	-11.324	795.848		6.55253	-47.1935	783.456		19.4698	-65.6907	776.431		
-64.933	115.184	2759.24		6.57662	-47.2001	783.452		19.4698	-65.6907	776.431		
-18.294	-11.324	795.848		6.59283	-47.1868	783.506		19.4822	-65.6957	776.389		
-64.933	115.184	2759.24		6.57662	-47.2001	783.452		19.4677	-65.6742	776.344		
-18.2921	-11.3135	795.771		6.57662	-47.2001	783.452		19.4786	-65.71	776.458		
-64.9329	115.184	2759.24		6.55175	-47.1949	783.369		19.491	-65.715	776.415		
-18.2915	-11.2951	795.752		6.55175	-47.1949	783.369		19.4647	-65.6626	776.225		
-104.787	35.1577	1439.75		6.5763	-47.187	783.403		19.4647	-65.6626	776.225		
-64.9331	115.184	2759.23		6.57662	-47.2001	783.452		19.4677	-65.6742	776.344		
-64.9331	115.184	2759.23		6.54583	-47.1815	783.35		19.4677	-65.6742	776.344		
-18.2889	-11.3141	795.63		6.55175	-47.1949	783.369		19.4792	-65.6841	776.269		
-18.2921	-11.3135	795.771		6.57662	-47.2001	783.452		19.4893	-65.6886	776.342		
-18.2921	-11.3135	795.771		6.55175	-47.1949	783.369		19.4647	-65.6626	776.225		
-64.9329	115.184	2759.24		6.55175	-47.1949	783.369		19.4647	-65.6626	776.225		
-18.2921	-11.3135	795.771		6.5767	-47.1879	783.449		19.4647	-65.6626	776.225		
-18.291	-11.309	795.727		6.55175	-47.1949	783.369		19.4792	-65.6841	776.269		
-18.2983	-11.3049	795.642		6.55175	-47.1949	783.369		19.4647	-65.6626	776.225		
-64.933	115.184	2759.24		6.55253	-47.1935	783.456		19.4677	-65.6742	776.344		
-18.2972	-11.3004	795.598		6.54583	-47.1815	783.35		19.4647	-65.6626	776.225		
-64.933	115.184	2759.24		6.55143	-47.1819	783.321		19.466	-65.6479	776.271		
-18.2915	-11.2951	795.752		6.54559	-47.1564	783.3		19.466	-65.6479	776.271		
-64.933	115.184	2759.24		6.55151	-47.1698	783.319		19.4647	-65.6626	776.225		
-18.291	-11.309	795.727		6.57369	-47.1951	783.442		19.4647	-65.6626	776.225		
-18.291	-11.2662	795.743		6.57345	-47.1699	783.392		19.4647	-65.6626	776.225		
-18.2899	-11.3186	795.674		6.59824	-47.1871	783.476		19.4677	-65.6742	776.344		
-64.9329	115.184	2759.24		6.55151	-47.1698	783.319		19.4647	-65.6626	776.225		
-64.933	115.184	2759.24		6.5767	-47.1879	783.449		19.4677	-65.6742	776.344		
-64.9328	115.184	2759.24		6.59292	-47.1746	783.504		19.5759	-65.6557	776.615		
-64.9328	115.184	2759.24		6.5926	-47.1617	783.456		19.5391	-65.6627	776.5		
-18.291	-11.309	795.727		6.59283	-47.1868	783.506		19.5391	-65.6627	776.5		
-18.2889	-11.3141	795.63		6.59292	-47.1746	783.504		19.5413	-65.647	776.507		
-18.2889	-11.3141	795.63		6.5926	-47.1617	783.456		19.5759	-65.6557	776.615		
-64.9329	115.184	2759.24		6.60396	-47.1654	783.496		19.5413	-65.647	776.507		
-18.3004	-11.2998	795.739		6.5926	-47.1617	783.456		19.5434	-65.6384	776.514		
-64.9329	115.184	2759.24		6.5926	-47.1617	783.456		19.5299	-65.6497	776.471		
-18.2893	-11.3002	795.654		6.60396	-47.1654	783.496		19.5136	-65.6467	776.42		
-18.291	-11.309	795.727		6.59292	-47.1746	783.504		19.5299	-65.6497	776.471		
-18.2889	-11.3141	795.63		6.5926	-47.1617	783.456		19.5276	-65.6654	776.463		
-18.2889	-11.3141	795.63		6.59251	-47.1738	783.458		19.5413	-65.647	776.507		
-16.5333	-9.38972	796.245		9.38189	-44.4579	783.531		23.0101	-62.6887	776.933		
-16.4969	-9.6003	795.565		9.33834	-44.7174	782.956		23.0409	-62.8141	776.698		
12.0235	14.8435	834.737		18.7087	-7.87033	833.582		31.4576	-51.4639	831.959		
-64.7279	115.165	2759.08		19.3721	-7.44389	833.688		32.3829	-50.9771	832.264		
-64.7098	115.164	2759.11		22.1683	-5.58223	834.868		35.882	-48.8582	833.495		
15.932	17.7095	835.864		23.2327	-4.7259	835.087		37.3353	-48.0075	833.845		
-64.703	115.164	2759.11		23.2327	-4.7259	835.087		37.2668	-47.9903	833.631		
-64.703	115.164	2759.11		23.2327	-4.7259	835.087		37.2993	-48.0034	833.733		
-64.6992	115.164	2759.12		23.7589	-4.31597	835.072		38.0642	-47.4589	834.044		
-64.699	115.164	2759.12		23.7733	-4.33312	835.026		38.0695	-47.4604	834.021		
-64.6989	115.164	2759.12		23.7838	-4.36477	835.068		38.1051	-47.4841	834.132		
-64.6993	115.164	2759.12		23.7748	-4.34222	835.082		38.0932	-47.4913	834.135		
-64.6992	115.164	2759.12		23.7887	-4.33005	835.222		38.091	-47.4954	834.088		
-64.6989	115.164	2759.12		23.7759	-4.3664	835.042		38.084	-47.4783	834.066		
-64.6991	115.164	2759.12		23.7894	-4.32226	835.24		38.0932	-47.4913	834.135		
-64.699	115.164	2759.12		23.7589	-4.31597	835.072		38.0766	-47.4775	834.043		
