601.478	544.038	569.43	571.885	539.036	506.822	566.949	497.766	
601.477	544.042	569.432	571.892	539.036	506.83	566.949	497.772	
601.471	544.042	569.425	571.891	539.032	506.829	566.948	497.771	
601.475	544.042	569.427	571.891	539.032	506.828	566.946	497.769	
601.474	544.044	569.427	571.894	539.033	506.831	566.946	497.775	
601.473	544.044	569.426	571.893	539.033	506.831	566.946	497.775	
601.474	544.045	569.427	571.896	539.032	506.834	566.946	497.775	
601.472	544.045	569.426	571.896	539.032	506.833	566.945	497.777	
601.471	544.057	569.424	571.907	539.035	506.843	566.947	497.785	
601.47	544.045	569.425	571.895	539.037	506.827	566.946	497.776	
601.475	544.048	569.427	571.899	539.033	506.838	566.947	497.781	
601.471	544.055	569.423	571.906	539.031	506.84	566.944	497.784	
601.474	544.048	569.427	571.895	539.034	506.836	566.946	497.779	
601.47	544.042	569.426	571.891	539.033	506.829	566.946	497.772	
601.471	544.047	569.426	571.896	539.032	506.833	566.944	497.777	
601.473	544.05	569.427	571.898	539.033	506.837	566.946	497.782	
601.476	544.048	569.427	571.898	539.035	506.837	566.947	497.778	
601.477	544.05	569.43	571.9	539.035	506.839	566.95	497.78	
601.475	544.048	569.428	571.897	539.034	506.836	566.948	497.78	
601.477	544.052	569.43	571.899	539.035	506.839	566.949	497.781	
601.48	544.044	569.431	571.895	539.038	506.833	566.954	497.774	
601.479	544.044	569.432	571.894	539.044	506.828	566.954	497.774	
601.471	544.053	569.427	571.9	539.03	506.839	566.944	497.783	
601.468	544.051	569.421	571.901	539.029	506.839	566.942	497.783	
601.472	544.05	569.424	571.899	539.032	506.84	566.946	497.782	
601.47	544.051	569.422	571.9	539.029	506.838	566.944	497.781	
601.471	544.051	569.425	571.901	539.03	506.84	566.944	497.783	
601.474	544.048	569.424	571.897	539.03	506.838	566.943	497.783	
601.472	544.052	569.425	571.9	539.031	506.835	566.943	497.78	
601.474	544.048	569.428	571.9	539.034	506.834	566.947	497.776	
601.467	544.045	569.422	571.894	539.026	506.833	566.94	497.775	
601.47	544.048	569.424	571.899	539.031	506.837	566.943	497.779	
601.472	544.05	569.425	571.901	539.032	506.838	566.946	497.782	
601.474	544.055	569.426	571.905	539.033	506.842	566.946	497.785	
601.469	544.051	569.422	571.901	539.031	506.839	566.943	497.782	
601.473	544.052	569.427	571.901	539.032	506.84	566.947	497.783	
601.469	544.051	569.423	571.901	539.029	506.838	566.942	497.783	
601.47	544.052	569.426	571.902	539.031	506.842	566.946	497.785	
601.469	544.052	569.422	571.901	539.029	506.84	566.943	497.783	
601.468	544.051	569.424	571.901	539.035	506.835	566.943	497.782	
601.469	544.051	569.424	571.902	539.031	506.84	566.944	497.782	
601.472	544.052	569.425	571.901	539.032	506.839	566.944	497.782	
601.471	544.051	569.425	571.899	539.029	506.838	566.945	497.782	
601.471	544.05	569.425	571.902	539.032	506.839	566.945	497.782	
601.471	544.051	569.424	571.901	539.032	506.839	566.945	497.782	
601.472	544.051	569.425	571.902	539.029	506.84	566.944	497.783	
601.472	544.052	569.425	571.902	539.031	506.84	566.944	497.784	
601.471	544.052	569.425	571.903	539.031	506.841	566.942	497.783	
601.471	544.053	569.423	571.901	539.03	506.84	566.945	497.783	
601.469	544.053	569.423	571.902	539.029	506.841	566.943	497.784	
601.471	544.054	569.425	571.902	539.031	506.841	566.944	497.786	
601.47	544.052	569.422	571.901	539.03	506.841	566.943	497.783	
601.471	544.051	569.424	571.902	539.03	506.842	566.944	497.783	
601.471	544.052	569.425	571.902	539.029	506.84	566.944	497.782	
601.469	544.054	569.423	571.904	539.035	506.838	566.944	497.784	
601.469	544.05	569.424	571.9	539.029	506.84	566.943	497.782	
601.469	544.052	569.423	571.902	539.03	506.838	566.944	497.781	
601.472	544.052	569.424	571.901	539.036	506.836	566.944	497.784	
601.473	544.052	569.426	571.903	539.034	506.84	566.947	497.784	
601.471	544.05	569.424	571.899	539.031	506.837	566.941	497.781	
601.47	544.052	569.424	571.902	539.03	506.841	566.943	497.783	
601.468	544.053	569.423	571.899	539.027	506.838	566.94	497.784	
601.466	544.051	569.421	571.899	539.026	506.839	566.939	497.78	
601.47	544.052	569.424	571.902	539.027	506.839	566.943	497.785	
601.471	544.052	569.425	571.901	539.03	506.84	566.945	497.785	
601.472	544.053	569.425	571.903	539.03	506.841	566.945	497.784	
601.472	544.054	569.425	571.905	539.031	506.842	566.945	497.786	
601.473	544.053	569.426	571.904	539.032	506.843	566.947	497.786	
601.471	544.053	569.424	571.904	539.035	506.837	566.943	497.786	
601.47	544.053	569.424	571.901	539.029	506.841	566.943	497.783	
601.474	544.054	569.428	571.904	539.039	506.837	566.947	497.787	
601.475	544.051	569.427	571.902	539.034	506.839	566.948	497.781	
601.475	544.054	569.427	571.903	539.034	506.84	566.946	497.783	
601.473	544.053	569.427	571.904	539.034	506.843	566.945	497.784	
601.472	544.055	569.425	571.906	539.032	506.844	566.946	497.787	
601.473	544.053	569.426	571.904	539.033	506.843	566.946	497.785	
601.47	544.056	569.423	571.905	539.029	506.842	566.942	497.787	
601.47	544.054	569.424	571.904	539.028	506.842	566.942	497.785	
601.471	544.052	569.424	571.901	539.032	506.841	566.944	497.784	
601.469	544.055	569.423	571.906	539.03	506.844	566.944	497.787	
601.472	544.053	569.425	571.903	539.032	506.841	566.944	497.785	
601.47	544.054	569.422	571.903	539.032	506.841	566.943	497.784	
601.471	544.054	569.425	571.904	539.032	506.84	566.945	497.785	
601.471	544.051	569.424	571.902	539.032	506.841	566.944	497.783	
601.467	544.053	569.423	571.903	539.033	506.836	566.943	497.783	
601.469	544.053	569.422	571.904	539.031	506.839	566.942	497.784	
601.47	544.054	569.423	571.903	539.036	506.835	566.943	497.785	
601.469	544.052	569.42	571.903	539.03	506.841	566.941	497.784	
601.47	544.053	569.422	571.904	539.029	506.841	566.942	497.785	
601.471	544.053	569.425	571.903	539.036	506.836	566.945	497.783	
601.471	544.054	569.424	571.902	539.03	506.839	566.942	497.784	
601.47	544.053	569.423	571.903	539.03	506.842	566.943	497.785	
601.468	544.052	569.422	571.902	539.029	506.838	566.941	497.783	
601.47	544.052	569.424	571.903	539.029	506.841	566.942	497.783	
