centro
8745	 1
8806	 1
8830	 1
9043	 1
9103	 1
9283	 1
9344	 1
9547	 1
9608	 1
9788	 1
9859	 1
10037	 1
10098	 1
10274	 1
10333	 1
10514	 1
10585	 1
10763	 1
10822	 1
10999	 1
11060	 1
11249	 1
11310	 1
11487	 1
11546	 1
11722	 1
11782	 1
11960	 1
12019	 1
12211	 1
12271	 1
12448	 1
12508	 1
12687	 1
12747	 1
12931	 1
12992	 1
13171	 1
13230	 1
13421	 1
13496	 1
13689	 1
13748	 1
13929	 1
13995	 1
14171	 1
14233	 1
14417	 1
14493	 1
14673	 1
14732	 1
14920	 1
14979	 1
15172	 1
15233	 1
15416	 1
15479	 1
15662	 1
15731	 1
15917	 1
15979	 1
16187	 1
16246	 1
16421	 1
16481	 1
16668	 1
16728	 1
16907	 1
16967	 1
17152	 1
17222	 1
17403	 1
17463	 1
17640	 1
17716	 1
17904	 1
17963	 1
18152	 1
18212	 1
18390	 1
18450	 1
18634	 1
18697	 1
18880	 1
18940	 1
19117	 1
19177	 1
19352	 1
19418	 1
19597	 1
19657	 1
19840	 1
19906	 1
20087	 1
20150	 1
20331	 1
20391	 1
20590	 1
20650	 1
20827	 1
20886	 1
21067	 1
21129	 1
21317	 1
21377	 1
21577	 1
21638	 1
21820	 1
21880	 1
22059	 1
22121	 1
22301	 1
22360	 1
22541	 1
22601	 1
22791	 1
22851	 1
23034	 1
23096	 1
23281	 1
23342	 1
23544	 1
23607	 1
23784	 1
23845	 1
24073	 1
24143	 1
24369	 1
24430	 1
24609	 1
24673	 1
24868	 1
24929	 1
25118	 1
25178	 1
25355	 1
25416	 1
25599	 1
25663	 1
25854	 1
25915	 1
26096	 1
26156	 1
26337	 1
26398	 1
26585	 1
26644	 1
26839	 1
26902	 1
27090	 1
27153	 1
27363	 1
27425	 1
27613	 1
27674	 1
27856	 1
27919	 1
28111	 1
28174	 1
28361	 1
28422	 1
28609	 1
28672	 1
28852	 1
28911	 1
29094	 1
29156	 1
29333	 1
29397	 1
29591	 1
29655	 1
29840	 1
29908	 1
30100	 1
30160	 1
30337	 1
30398	 1
30580	 1
30642	 1
30824	 1
30885	 1
31072	 1
31133	 1
31314	 1
31379	 1
31569	 1
31631	 1
31817	 1
31879	 1
32059	 1
32121	 1
32303	 1
32365	 1
32556	 1
32623	 1
32816	 1
32884	 1
33072	 1
33134	 1
33312	 1
33375	 1
33589	 1
33651	 1
33834	 1
33903	 1
34087	 1
34150	 1
34345	 1
34408	 1
34593	 1
34655	 1
34831	 1
34893	 1
35088	 1
35168	 1
35436	 1
35497	 1
35689	 1
35750	 1
35931	 1
35995	 1
36198	 1
36259	 1
36445	 1
36518	 1
36707	 1
36779	 1
36956	 1
37018	 1
37210	 1
37271	 1
37455	 1
37518	 1
37700	 1
37765	 1
37962	 1
38023	 1
38213	 1
38274	 1
38454	 1
38515	 1
38691	 1
38751	 1
38929	 1
39001	 1
39188	 1
39252	 1
39437	 1
39501	 1
39700	 1
39762	 1
39943	 1
40006	 1
40195	 1
40260	 1
40445	 1
40513	 1
40700	 1
40766	 1
40953	 1
41015	 1
41200	 1
41271	 1
41456	 1
41517	 1
41702	 1
41766	 1
41951	 1
42012	 1
42190	 1
42254	 1
42441	 1
42503	 1
42715	 1
42776	 1
42965	 1
43031	 1
43218	 1
43280	 1
43464	 1
43526	 1
43713	 1
43775	 1
43963	 1
44024	 1
44207	 1
44274	 1
44458	 1
44520	 1
44704	 1
44770	 1
44960	 1
45024	 1
45241	 1
45303	 1
45494	 1
45567	 1
45749	 1
45816	 1
46012	 1
46077	 1
46269	 1
46332	 1
46655	 1
46721	 1
46907	 1
46970	 1
47149	 1
47223	 1
47408	 1
47481	 1
47670	 1
47733	 1
47918	 1
47980	 1
48170	 1
48234	 1
48423	 1
48485	 1
48681	 1
48744	 1
48929	 1
49004	 1
49187	 1
49268	 1
49462	 1
49524	 1
49701	 1
49768	 1
49963	 1
50025	 1
50206	 1
50277	 1
50467	 1
50529	 1
50712	 1
50774	 1
50958	 1
51028	 1
51225	 1
51288	 1
51481	 1
51545	 1
51726	 1
51793	 1
51979	 1
52042	 1
52223	 1
52289	 1
52481	 1
52543	 1
52723	 1
52786	 1
52969	 1
53032	 1
53214	 1
53288	 1
53474	 1
53538	 1
53719	 1
53786	 1
53980	 1
54044	 1
54225	 1
54288	 1
54475	 1
54539	 1
54719	 1
54787	 1
54981	 1
55044	 1
55227	 1
55291	 1
55474	 1
55537	 1
55726	 1
55791	 1
55984	 1
56068	 1
56261	 1
56325	 1
56509	 1
56575	 1
56759	 1
56831	 1
57031	 1
57095	 1
57277	 1
57340	 1
57534	 1
57598	 1
57794	 1
57873	 1
58071	 1
58146	 1
58328	 1
58392	 1
58580	 1
58647	 1
58836	 1
58899	 1
59089	 1
59156	 1
59344	 1
59408	 1
59595	 1
59660	 1
59839	 1
59902	 1
60104	 1
60171	 1
60357	 1
60432	 1
60626	 1
60691	 1
60883	 1
60950	 1
61139	 1
61204	 1
61423	 1
61489	 1
61677	 1
61742	 1
61930	 1
61996	 1
62176	 1
62241	 1
62426	 1
62492	 1
62678	 1
62742	 1
62928	 1
62994	 1
63183	 1
63267	 1
63470	 1
63535	 1
63724	 1
63789	 1
63971	 1
64037	 1
64228	 1
64293	 1
64477	 1
64541	 1
64735	 1
64799	 1
64977	 1
65044	 1
65225	 1
65291	 1
65483	 1
65549	 1
65745	 1
65811	 1
65996	 1
66064	 1
66255	 1
66319	 1
66499	 1
66570	 1
66766	 1
66832	 1
67027	 1
67093	 1
67274	 1
67345	 1
67525	 1
67593	 1
67784	 1
67855	 1
68048	 1
68129	 1
68315	 1
68382	 1
68570	 1
izq
9035	 1
9101	 1
9129	 1
9331	 1
9397	 1
9588	 1
9654	 1
9840	 1
9908	 1
10102	 1
10169	 1
10383	 1
10448	 1
10636	 1
10707	 1
10895	 1
10959	 1
11142	 1
11211	 1
11398	 1
11464	 1
11654	 1
11725	 1
11914	 1
11980	 1
12171	 1
12237	 1
12446	 1
12533	 1
12723	 1
12790	 1
12995	 1
13061	 1
13249	 1
13316	 1
13497	 1
13585	 1
13774	 1
13841	 1
14024	 1
14099	 1
14291	 1
14378	 1
14569	 1
14636	 1
14825	 1
14891	 1
15078	 1
15144	 1
15347	 1
15417	 1
15606	 1
15673	 1
15860	 1
15929	 1
16111	 1
16177	 1
16367	 1
16433	 1
16619	 1
16691	 1
16889	 1
16957	 1
17145	 1
17211	 1
17402	 1
17469	 1
17667	 1
17742	 1
17933	 1
18000	 1
18187	 1
18257	 1
18449	 1
18516	 1
18708	 1
18774	 1
18966	 1
19045	 1
19229	 1
19297	 1
19492	 1
19559	 1
19748	 1
19827	 1
20030	 1
20097	 1
20284	 1
20352	 1
20540	 1
20608	 1
20797	 1
20880	 1
21069	 1
21145	 1
21353	 1
21420	 1
21608	 1
21676	 1
21867	 1
21934	 1
22121	 1
22194	 1
22386	 1
22457	 1
22654	 1
22722	 1
22911	 1
22979	 1
23167	 1
23236	 1
23437	 1
23516	 1
23709	 1
23777	 1
23963	 1
24031	 1
24219	 1
24288	 1
24479	 1
24547	 1
24734	 1
24815	 1
25001	 1
25070	 1
25258	 1
25329	 1
25530	 1
25601	 1
25798	 1
25876	 1
26069	 1
26140	 1
26338	 1
26414	 1
26603	 1
26671	 1
26863	 1
26934	 1
27152	 1
27223	 1
27414	 1
27484	 1
27673	 1
27744	 1
27939	 1
28009	 1
28206	 1
28275	 1
28480	 1
28550	 1
28742	 1
28811	 1
29004	 1
29074	 1
29266	 1
29335	 1
29544	 1
29622	 1
29821	 1
29891	 1
30089	 1
30160	 1
30364	 1
30458	 1
30656	 1
30726	 1
30922	 1
30994	 1
31205	 1
31275	 1
31466	 1
31538	 1
31732	 1
31802	 1
31999	 1
32069	 1
32267	 1
32336	 1
32526	 1
32600	 1
32795	 1
32871	 1
33062	 1
33132	 1
33332	 1
33403	 1
33593	 1
33663	 1
33858	 1
33935	 1
34129	 1
34200	 1
34391	 1
34461	 1
34652	 1
34724	 1
34917	 1
35005	 1
35204	 1
35276	 1
35469	 1
35541	 1
35732	 1
35806	 1
36002	 1
36076	 1
36266	 1
36338	 1
36536	 1
36609	 1
36802	 1
36890	 1
37095	 1
37199	 1
37412	 1
37490	 1
37685	 1
37759	 1
37952	 1
38024	 1
38343	 1
38416	 1
38614	 1
38686	 1
38889	 1
38960	 1
39152	 1
39239	 1
39446	 1
39518	 1
39707	 1
39780	 1
39988	 1
40060	 1
40255	 1
40338	 1
40529	 1
40627	 1
40822	 1
40894	 1
41087	 1
41161	 1
41354	 1
41429	 1
41633	 1
41708	 1
41904	 1
41983	 1
42184	 1
42257	 1
42449	 1
42525	 1
42731	 1
42807	 1
43003	 1
43075	 1
43270	 1
43345	 1
43545	 1
43619	 1
43813	 1
43888	 1
44087	 1
44160	 1
44356	 1
44429	 1
44622	 1
44696	 1
44895	 1
44970	 1
45162	 1
45236	 1
45439	 1
45512	 1
45706	 1
45783	 1
45985	 1
46059	 1
46255	 1
46330	 1
46528	 1
46601	 1
46793	 1
46869	 1
47070	 1
47144	 1
47346	 1
47424	 1
47622	 1
47700	 1
47901	 1
47977	 1
48184	 1
48261	 1
48460	 1
48534	 1
48733	 1
48808	 1
49002	 1
49076	 1
49351	 1
49426	 1
49622	 1
49697	 1
49894	 1
50165	 1
50244	 1
50444	 1
50520	 1
50726	 1
50803	 1
51027	 1
51103	 1
51300	 1
51376	 1
51576	 1
51657	 1
51853	 1
51928	 1
52129	 1
52210	 1
52405	 1
52480	 1
52676	 1
52756	 1
52956	 1
53033	 1
53235	 1
53310	 1
53509	 1
53585	 1
