-49.679756	319.05838	518.798706	-24.592306	264.8078	516.624695	-77.768822	220.223526	512.934509	-130.220413	279.929504	514.559998
-49.672215	319.057922	518.793213	-24.585075	264.806702	516.611755	-77.756302	220.224274	512.913818	-130.214142	279.93045	514.565247
-49.667107	319.057068	518.790283	-24.575531	264.804047	516.582092	-77.758667	220.223373	512.934814	-130.213806	279.931885	514.568237
-49.663795	319.053619	518.789368	-24.577282	264.809998	516.603088	-77.761436	220.224808	512.954041	-130.213745	279.933472	514.583069
-49.657227	319.055389	518.775269	-24.574507	264.805756	516.59491	-77.76123	220.227997	512.968872	-130.21727	279.937103	514.592529
-49.671055	319.06311	518.815796	-24.580568	264.80426	516.611389	-77.754196	220.223038	512.917969	-130.213654	279.935028	514.596741
-49.671204	319.06134	518.815125	-24.583616	264.807556	516.612732	-77.767097	220.227036	512.962463	-130.216522	279.93512	514.575989
-49.678387	319.061951	518.814331	-24.580751	264.806122	516.607483	-77.759453	220.222275	512.940308	-130.218689	279.935638	514.583984
-49.668999	319.054901	518.783997	-24.590649	264.803955	516.627075	-77.762199	220.221924	512.925049	-130.218323	279.933075	514.583252
-49.670906	319.056915	518.778076	-24.590977	264.806854	516.63385	-77.756508	220.224121	512.911194	-130.217606	279.930664	514.577698
-49.675198	319.058136	518.807739	-24.592552	264.807648	516.634949	-77.763756	220.222153	512.947937	-130.217056	279.928589	514.570068
-49.67083	319.059326	518.794434	-24.5833	264.802826	516.597656	-77.758583	220.223663	512.927185	-130.222092	279.92923	514.592041
-49.672337	319.05661	518.785217	-24.582613	264.805389	516.600281	-77.762878	220.224106	512.939697	-130.215912	279.928467	514.568909
-49.67952	319.057648	518.812683	-24.584805	264.803497	516.587524	-77.755585	220.220886	512.901306	-130.221466	279.929382	514.575439
-49.672455	319.051483	518.759705	-24.592302	264.803223	516.608459	-77.762253	220.217621	512.916565	-130.233002	279.930542	514.594421
-49.67709	319.054718	518.754089	-24.6038	264.80722	516.638428	-77.766487	220.219818	512.909546	-130.233597	279.931274	514.580322
-49.674183	319.050079	518.761353	-24.592501	264.805023	516.6073	-77.765396	220.221146	512.914734	-130.222168	279.924042	514.549744
-49.669163	319.04776	518.765381	-24.581026	264.801086	516.579285	-77.760284	220.216446	512.925964	-130.22966	279.926849	514.600952
-49.663456	319.054321	518.766174	-24.582535	264.806824	516.619202	-77.760529	220.219315	512.938782	-130.217987	279.933167	514.587097
-49.663933	319.056213	518.768005	-24.580639	264.803101	516.593933	-77.761261	220.221603	512.933533	-130.214417	279.932922	514.577026
-49.661964	319.052124	518.756104	-24.580776	264.802765	516.58667	-77.764397	220.221634	512.929871	-130.226501	279.933899	514.593689
-49.670486	319.051849	518.764038	-24.580162	264.799286	516.580261	-77.765129	220.218338	512.921875	-130.227081	279.927704	514.581055
-49.67244	319.050751	518.768066	-24.590929	264.805603	516.613037	-77.767212	220.221069	512.935303	-130.221283	279.930908	514.563599
-49.667477	319.055511	518.766785	-24.584856	264.802429	516.594482	-77.764778	220.220856	512.929688	-130.223724	279.935638	514.597656
-49.676983	319.059357	518.817383	-24.580162	264.808044	516.594543	-77.757645	220.225128	512.93042	-130.213318	279.932861	514.581543
-49.666763	319.055359	518.79126	-24.582031	264.800598	516.604309	-77.758652	220.227341	512.942444	-130.216446	279.931763	514.582031
-49.660118	319.052399	518.760925	-24.577652	264.802551	516.591553	-77.760422	220.223038	512.960693	-130.218399	279.929413	514.590393
-49.666763	319.053162	518.786011	-24.574537	264.802643	516.570251	-77.757294	220.224274	512.940491	-130.215317	279.928528	514.584839
