324.035	51.3798	867.294		300.642	69.1302	866.803		281.845	23.2661	865.067		301.41	18.0114	866.2		
324.053	51.3897	867.395		300.646	69.1404	866.886		281.845	23.2705	865.128		301.423	18.0181	866.338		
324.049	51.3882	867.357		300.65	69.1354	866.855		281.844	23.2659	865.071		301.417	18.0129	866.238		
324.053	51.3905	867.384		300.645	69.1403	866.844		281.851	23.2707	865.123		301.427	18.016	866.316		
324.054	51.3924	867.399		300.651	69.1388	866.87		281.85	23.2683	865.13		301.431	18.0216	866.344		
324.049	51.3899	867.368		300.641	69.1366	866.817		281.843	23.273	865.087		301.424	18.0187	866.301		
324.054	51.3929	867.377		300.645	69.1377	866.821		281.839	23.2687	865.059		301.412	18.0163	866.223		
324.048	51.3896	867.354		300.634	69.1348	866.8		281.842	23.2721	865.061		301.41	18.0173	866.227		
324.058	51.3924	867.412		300.65	69.1399	866.875		281.843	23.2694	865.085		301.43	18.0162	866.329		
324.07	51.3905	867.424		300.65	69.1368	866.864		281.845	23.2716	865.092		301.426	18.018	866.279		
324.072	51.3923	867.44		300.651	69.14	866.882		281.859	23.2726	865.146		301.43	18.0126	866.291		
324.057	51.3936	867.395		300.64	69.1346	866.832		281.845	23.2712	865.083		301.42	18.0161	866.261		
324.057	51.3937	867.384		300.657	69.1451	866.912		281.857	23.2743	865.136		301.427	18.0182	866.334		
324.064	51.3977	867.44		300.647	69.1442	866.878		281.856	23.274	865.159		301.431	18.0212	866.349		
324.062	51.3927	867.42		300.647	69.1416	866.861		281.846	23.2702	865.087		301.421	18.0175	866.262		
324.048	51.3909	867.339		300.635	69.1388	866.773		281.843	23.2756	865.041		301.414	18.0211	866.218		
324.051	51.3874	867.365		300.643	69.1339	866.819		281.85	23.2687	865.097		301.41	18.0139	866.218		
324.059	51.3941	867.402		300.653	69.1388	866.863		281.85	23.2719	865.103		301.423	18.0163	866.253		
324.061	51.3913	867.402		300.648	69.1359	866.853		281.848	23.2708	865.085		301.421	18.0169	866.241		
324.057	51.3891	867.387		300.649	69.1384	866.852		281.845	23.2668	865.083		301.43	18.0176	866.316		
324.048	51.3891	867.367		300.641	69.1375	866.834		281.849	23.2679	865.088		301.421	18.0167	866.256		
324.052	51.3906	867.377		300.649	69.139	866.857		281.853	23.2688	865.119		301.423	18.0154	866.275		
324.061	51.3948	867.402		300.651	69.1407	866.873		281.861	23.2746	865.15		301.426	18.0175	866.287		
324.049	51.392	867.358		300.649	69.1369	866.856		281.849	23.2671	865.097		301.425	18.0144	866.266		
324.054	51.3915	867.386		300.653	69.1404	866.865		281.853	23.2716	865.125		301.418	18.0176	866.243		
324.056	51.3937	867.398		300.651	69.1413	866.871		281.853	23.2737	865.104		301.427	18.0223	866.286		
324.051	51.3926	867.383		300.646	69.1364	866.848		281.848	23.2741	865.089		301.425	18.0193	866.3		
324.055	51.3902	867.386		300.647	69.1382	866.857		281.852	23.2732	865.115		301.415	18.0173	866.239		
324.048	51.3952	867.378		300.654	69.1388	866.868		281.847	23.2721	865.091		301.416	18.0198	866.243		
324.045	51.3944	867.363		300.639	69.1378	866.837		281.848	23.2747	865.105		301.414	18.0183	866.244		
324.055	51.3905	867.384		300.645	69.1374	866.85		281.851	23.2709	865.122		301.423	18.0187	866.303		
324.047	51.389	867.376		300.645	69.1389	866.855		281.848	23.2696	865.097		301.425	18.0187	866.322		
324.052	51.3888	867.382		300.642	69.1364	866.842		281.847	23.27	865.092		301.415	18.0189	866.247		
