Angulacion
punto 1 -> perpendicular 
110
	[-122.5085832907062, 248.5081291902549, 853.8573593944031]
	[-122.5867648423448, 249.5711765904034, 855.0078929127211]
	[-121.7170443639224, 249.9383168726025, 854.609188325546]
	[-122.0637689615448, 250.5128800237437, 852.6187584771296]
	[-121.9500466482579, 250.1069423925568, 853.5935915776959]
	[-122.1187547048703, 250.007543901107, 853.8166425568494]
	[-122.1782619529876, 249.9946503363726, 854.0395768736859]
	[-122.1840460110832, 249.9202779558004, 854.4576840028717]
	[-121.5785367943912, 250.0306301159956, 854.2507134961096]
	[-121.5945404273148, 249.5819789991887, 855.5540926483679]
	[-121.6171918413106, 249.7613126983433, 855.0025835918292]
	[-122.4744084549655, 249.6415130922693, 854.7864613369287]
	[-121.7943643544797, 249.5983002586614, 855.2346141790742]
	[-122.8688709745315, 249.641435647868, 854.5022157147826]
	[-121.9540726318135, 249.5237735222257, 855.4124687665101]
	[-122.3510266157064, 250.2535785080958, 852.9226569315459]
	[-121.9627459983773, 249.3385094114584, 856.1643058737448]
	[-121.6993950335323, 249.4978731230284, 855.6984658437224]
	[-122.124519977582, 250.4564864800937, 852.3790216906463]
	[-121.4982643654812, 250.4881440183838, 853.0418201295261]
	[-121.6074011467861, 249.5611573863073, 855.5531066116044]
	[-121.0729976752666, 250.0270915348615, 854.4296085901004]
	[-121.319326834907, 249.9554624059483, 854.3642590316821]
	[-122.1985977423236, 250.4455473922695, 852.3427939269325]
	[-121.900636553743, 249.7096569712025, 855.0017874018812]
	[-121.5111333621227, 249.8707469294081, 854.5634729263534]
	[-122.3100398953165, 250.5410829335536, 852.0370209306905]
	[-121.0628193898317, 250.3715463143437, 853.1378564872898]
	[-121.999238396133, 249.9697686193131, 853.9395796922023]
	[-122.5541591511414, 249.9055929692817, 853.7292392980933]
	[-121.3364780795299, 250.0860856437124, 853.8588543036236]
	[-120.7976701890115, 250.1517654621479, 854.0531140492081]
	[-121.5591407132076, 250.3524234597016, 853.1115034462814]
	[-123.0546356945295, 249.3928101988085, 852.824558114438]
	[-122.4278123475721, 249.4156388980147, 851.8296942770203]
	[-122.5470241507148, 249.2945896306968, 852.7540295727573]
	[-122.3573710796048, 249.1578383813236, 854.1549273250176]
	[-122.5577852753937, 249.2301329243124, 853.4972100144855]
	[-122.3192127741682, 249.3112738310501, 852.4484883534747]
	[-121.9536347317725, 249.2329054131625, 853.2876110870637]
	[-121.9902392770814, 249.2736856115752, 853.0935478685703]
	[-122.6301242407914, 249.1301758312214, 854.5041811230014]
	[-122.5576077918414, 249.2894787675366, 852.8236919496554]
80
	[-122.3366768056337, 248.9728577223178, 855.7370168093595]
	[-121.7191504430813, 249.2709362761377, 852.9357611576762]
	[-122.5028378165704, 249.2261692819875, 853.5657844331156]
	[-122.8256219252808, 249.1208704487726, 854.4279413273164]
	[-122.5467013773675, 249.2654035662761, 853.192114477892]
	[-122.4342632466801, 249.2431728354386, 853.6787977581524]
	[-122.4545091254288, 249.3737966083824, 852.5752257600205]
	[-121.8912002077124, 249.335786369277, 853.0479588929369]
	[-121.8193914727297, 249.0510745639807, 855.5665526356526]
	[-122.3860104108758, 249.2862300362444, 853.3019013561311]
	[-121.9601857225189, 249.4273258929834, 852.2539730967226]
	[-122.7857189270941, 249.134609366314, 854.1628105995923]
	[-122.0530997174782, 247.2387405537598, 854.7504544699229]
	[-122.0008026983898, 247.8504283675987, 857.3787907772105]
	[-122.0616138630341, 247.2882334014414, 853.2343639925064]
	[-122.7598473594862, 247.927441852512, 856.156280538089]
	[-122.9077839821708, 248.1447096840266, 857.5430641576133]
	[-122.4144846415152, 247.5721356736719, 854.9935016015934]
	[-123.0481630730641, 247.9559926613175, 856.6965333325886]
	[-121.8503438031028, 247.3808772545444, 854.7716083481938]
	[-122.2061678636639, 247.5798609805255, 855.4647830185078]
	[-121.8276059244812, 247.6865687950394, 856.4268070520042]
	[-122.6343125408953, 247.6155201854166, 855.2657961537215]
	[-122.6267500766005, 247.730826766992, 855.6793003006093]
	[-122.6845423600705, 247.8888688167712, 856.7967857462057]
	[-121.9423574411688, 247.3543231077065, 854.1924069116704]
	[-122.1557948618116, 247.6460414552047, 855.4267594920998]
	[-122.5343232024672, 247.7953439242505, 856.0307768200377]
	[-122.3543310878443, 247.6742754513916, 855.4357264581015]
	[-123.3752895361866, 247.9219897038226, 856.1850341017682]
	[-122.7840108150766, 247.9052263017059, 856.539971220135]
	[-121.9007237620389, 247.8423712728235, 856.4720969309478]
	[-122.2126073145036, 247.8206768459704, 856.33688999131]
	[-123.0917786352969, 248.0991719276774, 857.6180163280249]
	[-121.5960711680616, 247.2671852599252, 853.5950706631868]
	[-122.1191376887423, 247.702683228498, 855.8794338077464]
	[-122.6964881034118, 247.6307691182653, 854.7761931394689]
paralelo 70 punto 1
	[-122.7840582188035, 247.1461470662132, 855.9560475635966]
	[-122.7840582188035, 247.1461470662132, 855.9560475635966]
	[-123.4203563571013, 247.1335356807502, 855.8821504986443]
	[-122.672381518756, 247.3165952319185, 856.7294831906993]
	[-123.1970814517002, 246.8399006886621, 855.1372455634349]
	[-123.3455172417821, 246.8333612631895, 855.0400292818372]
	[-123.5881697752544, 247.6741466254688, 857.3718846903789]
	[-122.8532344025151, 247.2223523601555, 856.1603737636852]
	[-123.1463540757428, 247.4968406668625, 856.988087606765]
	[-123.454644342892, 247.227307571245, 855.9842872940902]
	[-122.7047067766535, 247.3206051707355, 856.6516921786684]
	[-122.6925633339104, 247.1250014248226, 856.0459016845235]
	[-123.2777074472774, 246.950092156023, 855.2258231648493]
	[-122.4905578013794, 247.2780502295226, 856.5609113027642]
	[-123.2761377256489, 246.9705179334252, 855.2697313378834]
	[-123.051293675848, 247.1097911107421, 855.7478443965554]
	[-123.6276688055343, 247.3176821509591, 856.1154611260364]
	[-123.4097333976407, 247.2211682224658, 855.7232966849651]
	[-122.949220184842, 247.2206340798085, 856.1114456604971]
	[-123.1366392448205, 247.0010843885424, 855.1738532100574]
	[-122.6696262544144, 247.2930062352608, 856.4839709787091]
	[-123.0847124076154, 247.3879073999881, 856.6073123942987]
	[-122.3988195635837, 247.0089942466426, 855.7114362173483]
	[-123.0611770279435, 247.0192343104489, 855.351956691616]
	[-122.6998769335145, 246.6267940903649, 854.3543749315767]
	[-120.8066543412553, 245.5879419759607, 853.8465170293255]
paralelo-> punto 18
110
	[-237.7722797009775, 250.7264105723138, 913.9251770084219]
	[-237.7084555926739, 250.6052538635477, 915.3295216288595]
	[-237.5265381095001, 250.3489700880451, 918.6093670425622]
	[-238.3677098632493, 250.8325193859033, 915.582533042821]
	[-238.2712495803154, 250.4852903454083, 920.0875116012373]
	[-238.0264798313764, 250.2831749171815, 921.4844890401085]
	[-238.3412322287058, 250.7354621143805, 917.059263659206]
	[-237.989885386431, 250.6632869514528, 916.5663925859188]
	[-237.896804200016, 250.7769714197163, 914.2983009962495]
	[-238.2238932470915, 250.7039552355602, 917.0648641993398]
	[-238.1126863826085, 250.686507376536, 916.8369173604589]
	[-237.6949059534078, 250.7915345844304, 913.0205605988597]
	[-237.9032357785686, 250.898784791343, 912.3810767718837]
	[-238.1546890491371, 250.760238398038, 915.8223325579739]
	[-238.1847604182788, 250.627617831404, 918.0199632389172]
	[-237.7807091646304, 250.6962438338045, 914.9539663487144]
	[-237.8718180792902, 250.6246506453561, 916.5855447611565]
	[-238.2886793754072, 250.5975930290627, 918.7062163552807]
	[-238.2419604919926, 250.5910551751878, 918.8331344513484]
	[-237.9905584658908, 250.5060448170629, 918.510529296717]
	[-237.7497577881103, 250.5411409307127, 917.3565690747158]
	[-237.5117191825927, 250.5233786793577, 916.426787438128]
	[-237.9852733337934, 250.6691067886376, 916.1522921145501]
	[-237.9267253106535, 250.5757121916571, 917.5524413145184]
	[-237.4949580426287, 250.5312580672904, 916.3770448574206]
	[-237.9852733337934, 250.6691067886376, 916.1522921145501]
	[-237.8894286291702, 250.4607704189526, 918.6905685083975]
	[-237.5853000327106, 250.5409253366271, 915.9897650113563]
	[-238.0740952338605, 250.6120667854333, 917.7064320001407]
	[-237.8180068453304, 250.5556893782494, 917.4715440911845]
	[-238.1289705184744, 250.7896545880819, 915.575813910567]
	[-237.6750760941962, 250.6150850265306, 915.3069323434272]
	[-237.757788759531, 250.6432449271588, 915.0183164032067]
	[-238.8789016664307, 251.70477126537, 914.4803565790783]
	[-239.3654308371222, 251.744035159899, 915.8827443213651]
100
	[-240.1692968836701, 251.8469305690611, 916.5106256871138]
	[-240.0860668631012, 251.9633033731783, 915.4584117400083]
	[-240.186697415923, 251.9226470134138, 915.6985124690657]
	[-240.038322206016, 252.0933164385181, 913.4134149128201]
	[-239.0568687219513, 252.0452509502118, 912.5085970970239]
	[-239.7276559118084, 252.092725489034, 913.0886335210006]
	[-239.8673725658034, 252.0657775958273, 913.5122834567762]
	[-239.8789246771095, 252.1055893945785, 913.343605574795]
	[-240.1352997096439, 252.0096594778896, 914.3549725387401]
	[-240.5649698766054, 252.0017973414798, 914.9940294436789]
	[-240.684105875102, 251.9761194896874, 915.3470984889302]
	[-240.6999355504253, 251.9842646993102, 915.5229243523198]
	[-240.008813829226, 252.009547646065, 914.3444222229152]
	[-239.4325009750925, 251.832303896957, 915.2285822009859]
	[-240.5700379441824, 251.8707316298515, 916.7093185348276]
	[-238.5200395788584, 252.0426386422346, 910.5555049490257]
	[-239.4536928682764, 251.9462890602473, 913.7257897698003]
	[-239.5539004371351, 251.8009437159512, 915.9970965178588]
	[-240.0714189235181, 251.8182435971598, 916.45049553786]
	[-239.7943726416737, 251.8616039889817, 915.4696742260275]
	[-237.8936404568944, 251.9287440752488, 911.3686295554138]
	[-238.2461046325771, 251.9437235615064, 911.9936117835344]
	[-238.4933103521603, 251.9378763530374, 912.1413330582792]
	[-238.9287021878189, 251.9606397761825, 912.8209065006367]
	[-238.1755353685501, 251.9898610720362, 910.7810218251914]
	[-237.9202003025694, 251.9003052243852, 912.2455287722335]
	[-237.8403211414171, 251.8897388942556, 912.3548543033294]
	[-238.4479447446507, 251.9687506249128, 911.8173725936822]
	[-238.1481305274247, 251.9296459097912, 912.0738105767252]
	[-238.5951468821343, 251.8613990062645, 913.8108217334495]
	[-237.9133841670075, 251.939810217111, 911.4526298872584]
	[-237.8513065454718, 251.9496205651037, 911.1394533803207]
	[-238.7067154493307, 251.9911312303149, 911.9644164416833]
	[-238.1974856489931, 251.9624720108415, 911.4126740690765]
	[-238.2212745432132, 251.9860783830305, 911.047442301973]
	[-239.1457268652068, 251.9808828260991, 912.9310037203521]
	[-238.3531223755944, 252.0114436485648, 910.7257148374586]
	[-238.0053573392695, 251.9646936343972, 911.0527961273245]
	[-238.2424349220822, 251.963864468344, 911.5028894261733]
	[-238.4467420160652, 251.9557358001106, 911.9343947671673]
	[-238.7349680994624, 251.9298059975174, 913.1044193805626]
	[-237.9893817385319, 251.9555489353328, 911.1854527600823]
	[-238.8525644820593, 252.0176654657557, 911.4966562556709]
	[-237.854466146788, 251.946550986421, 911.0800588368077]
	[-238.7267527191606, 251.9235344633658, 913.0075333239209]
	[-238.8525644820593, 252.0176654657557, 911.4966562556709]
	[-237.8561937409633, 251.9161855727934, 911.5969254473061]
	[-238.6786959220815, 251.9515456820958, 912.2524536207865]
	[-238.98542414902, 251.9047764321621, 913.5741660414515]
	[-239.6749962669807, 251.9196307711354, 914.1419107813307]
	[-238.3886881976141, 251.9202960757969, 912.1383996145285]
	[-239.6075855235866, 251.7870592645202, 916.2228540859852]
	[-239.0452858510333, 251.8309364437673, 914.4731827172466]
	[-239.0773665042346, 251.8363011451368, 914.6575253748782]
	[-239.2955073581224, 251.9724163423093, 914.3185163920208]
	[-239.1858961534363, 251.9926296696686, 916.6189646057387]
	[-239.7047901916634, 251.9609659123164, 916.7323607845125]
	[-238.8612100035863, 252.0185793490783, 915.3408718999814]
	[-238.7077947671285, 251.9700943446005, 912.23356581367]
	[-238.3767759180682, 252.0998834188369, 914.1358650386951]
	[-240.0446714577782, 251.8018776092717, 916.2872876858194]
	[-239.9302838550715, 251.8474822278667, 916.3827263520172]
	[-239.6132854947145, 251.8789701791143, 915.4000423652]
	[-239.5188214372412, 251.9332530987945, 916.5002200031528]
	[-239.9126822177869, 251.8478124699484, 916.670477019751]
	[-239.9758150812073, 251.8590097256914, 917.3479010323831]
	[-239.4034288658454, 251.9205398654182, 915.6135198522491]
	[-239.7739661703823, 251.8890003874616, 917.2725853614238]
	[-239.6975179769109, 251.8989152437673, 916.8495567221372]
	[-239.7728241039993, 251.8745142933326, 916.8260233560324]
	[-239.9140746292742, 251.8620520622884, 917.4184298984941]
	[-239.5129428846046, 251.9085635537534, 915.9500361229855]
	[-239.4720865712569, 251.9156604389662, 916.2686282321708]
	[-239.6222748767103, 251.9372493274448, 917.1910917371659]
	[-239.4645352884967, 251.9419848746137, 916.3695697122569]
	[-239.0907499104903, 251.9968098032999, 915.7964948523424]
	[-239.1204321154853, 252.0438609102498, 917.2287480645291]
	[-239.991977803407, 251.8771352645989, 917.7517536669613]
	[-239.6145814954489, 251.9427528634826, 917.4644760597243]
	[-239.7226585568104, 251.9117986589482, 917.2749797663033]
	[-238.8423361291649, 252.0406291462534, 915.6192132389245]
	[-238.7142114075072, 252.072716056799, 915.6525699066211]
	[-238.1334227424362, 252.1405936825502, 913.9233248909891]
	[-238.3680924433946, 252.1169941760266, 914.3823208911165]
	[-238.7712124782702, 252.0903877801404, 915.5639618125142]
	[-238.8556216586215, 252.0293712406161, 914.788251292729]
	[-238.8739055030894, 252.0782430787912, 916.0075322516467]
	[-238.8552517799187, 252.0475952870343, 915.4073169015443]
	[-239.1496205274418, 251.9822684777484, 915.7251034578513]
	[-238.5417454713892, 252.0903142118454, 914.2981882769481]
	[-238.7113135573772, 252.0591801010549, 914.762465231616]
	[-238.5448406710297, 252.1092236873305, 915.1618656758922]
	[-239.1435579225753, 252.0010189054071, 917.2508707761783]
	[-240.121148908839, 251.87588859351, 918.6635594545318]
	[-237.6612043587533, 252.4118038303547, 913.661382175413]
	[-239.3863531663787, 251.8682715991715, 916.3269969229284]
	[-239.4677058075941, 251.8461936674557, 917.144561372967]
	[-239.6393651419214, 251.7717018972253, 916.2296706692158]
	[-240.2406832035333, 251.7083770924464, 919.6054707731128]
	[-238.7587900738487, 251.9168288340433, 914.1001862089994]
	[-239.9786918210155, 251.7140070993035, 917.4496037714607]
	[-239.0895006840997, 250.6098806137025, 918.2591026187722]
	[-229.3325183071265, 245.520124964473, 917.3028333901162]
	[-236.7861763021957, 248.9327690080206, 918.262285015169]
	[-236.9359340611872, 249.1936454356932, 916.1996655310619]
	[-238.4609437003439, 250.8980227655186, 917.4795684842544]
	[-238.5442788901076, 251.7430127604102, 914.7439940774087]
	[-237.9767377562106, 252.130919144491, 914.336474590994]
	[-238.9078968235784, 251.8488592381152, 914.288834070871]
	[-239.7120124797864, 251.6240763825536, 915.9646384470846]
	[-239.5418280003761, 251.8160458008582, 917.7900386185208]
	[-239.6205893705969, 251.5127018434841, 912.7499071574712]
	[-239.7105074202856, 251.6493600982114, 914.9526508639541]
	[-239.2730090577705, 251.7943194906056, 915.7483623171696]
	[-239.9468634730083, 251.5994477388658, 916.2100343031648]
	[-239.3561883997027, 251.7591056997186, 914.6744742489498]
	[-240.2906668107446, 251.5200425722688, 917.6301543632297]
	[-240.3274154950077, 251.3248675942594, 914.3133096080663]
	[-240.3977476660066, 251.4219733147226, 916.3785354658769]
	[-239.2116792152141, 251.7515565298283, 915.1794877320871]
	[-239.0864251667034, 251.8079973899539, 915.3002488648175]
	[-239.1799745094409, 251.7814348813407, 915.6056340362352]
	[-239.3962292561847, 251.7088345513661, 915.4730982804986]
	[-240.8358659232593, 251.293211953304, 916.2270428720267]
	[-239.4868799818629, 251.625523022677, 913.8634359985112]
	[-239.8012041351295, 251.5354254201732, 914.2396778652429]
	[-239.219626732301, 251.777853486162, 914.6103327248975]
	[-239.9947521090309, 251.6131119085125, 916.0747387795218]
	[-239.6563914907968, 251.720432093573, 916.6894288342163]
	[-239.5006092876224, 251.7028162285728, 915.7894125781613]
	[-239.4700089816029, 251.7319822713457, 916.4057154390933]
	[-239.3792067953283, 251.669100428166, 915.1203873530418]
	[-239.3039625226861, 251.6785910782581, 914.7709523397916]
	[-239.1118225901051, 251.6805218839811, 914.3377175861874]
	[-239.9385861150375, 251.4242739176352, 914.2527301063121]
	[-239.978698616871, 251.415899518476, 914.1110988250086]
	[-239.8797335313625, 251.4850192112496, 914.6901458207924]
	[-239.7869127964002, 251.5243237958721, 914.7732821183687]
	[-239.7192874871392, 251.5501307363124, 914.634086283163]
	[-240.2150318678043, 251.4579659586264, 915.6518420574624]
	[-239.6097669133596, 251.5946887275786, 914.4708725506458]
	[-239.6763089377139, 251.5309544756858, 914.34054333372]
	[-239.8068228845138, 251.5428831685923, 914.7094513820624]
	[-239.5916606421561, 251.5898355734265, 914.3130325766597]
	[-239.4593110921927, 251.5638928297863, 913.7472076077336]
	[-239.5228217869037, 251.5355360319003, 913.5263178695138]
	[-239.3075507249348, 251.7758438179642, 916.4469479620153]
	[-239.8869200255436, 251.4900335266593, 915.3379618234162]
	[-239.7682410129418, 251.5951174649622, 916.8430661102335]
	[-239.3932056820728, 251.6409059430872, 914.9527637691483]
	[-239.7900145052678, 251.5799191003606, 916.0982956480993]
	[-239.3817538756783, 251.5626875691955, 912.6843721418461]
	[-239.9771080913016, 251.4480274117844, 914.7561349176281]
	[-239.9647400160088, 251.4778690621692, 915.163625998363]
	[-239.3740717003569, 251.6014932796753, 914.2964342383596]
	[-239.3728568088877, 251.5827601637966, 913.4188483480451]
	[-239.7812513175922, 251.6067731365507, 915.2140449868607]
	[-239.6800005696889, 251.6471066084949, 915.3320291974869]
	[-240.3862157088868, 251.4489798970252, 916.0518097276172]
	[-240.2121849145753, 251.4762221555541, 915.7716256406135]
	[-239.9843268586117, 251.5993862198885, 916.8423087513929]
	[-240.131497336502, 251.5149529835356, 915.800090175735]
	[-239.8957344748218, 251.5610118330988, 915.1695241741539]
	[-240.131497336502, 251.5149529835356, 915.800090175735]
	[-240.196502040317, 251.5921711634914, 917.7028640383664]
	[-240.2204665376487, 251.4688250746895, 915.7549472284251]
	[-239.9031088933066, 251.5969851968337, 915.5598479611206]
	[-239.7812513175922, 251.6067731365507, 915.2140449868607]
	[-240.036748355061, 251.5628761540744, 916.0017400915078]
	[-239.9294840850785, 251.563372517514, 915.45503972777]
	[-240.0688486337522, 251.5429243218773, 916.1479167482934]
	[-240.2337312420009, 251.5649405683985, 917.1711625486037]
	[-239.9088033925596, 251.7062393561517, 918.2134614388476]
	[-239.8352903975958, 251.6430837167794, 916.7982556163951]
	[-239.4506654119835, 251.5585176197436, 913.6105664753867]
	[-237.1167626920604, 252.0425280782134, 911.5303030913656]
	[-239.6473416520114, 252.2238848696252, 915.3841503316868]
	[-239.4247067040754, 252.6738670283076, 914.0188085295148]
	[-239.8861755410597, 252.112363065337, 915.6602186034276]
	[-240.1768492833431, 251.9458760016364, 916.1827105875694]
	[-239.7399413173455, 252.0847258437016, 915.9098194448002]
80
	[-240.3562569738305, 251.8886516538757, 916.2821550811537]
	[-240.1629565630339, 252.2426931368028, 915.2306603724859]
	[-238.7420652462505, 253.3963028510152, 911.9084902366029]
	[-239.8243743122501, 252.3488950165669, 915.0644182410896]
	[-239.4567655949492, 252.1156272479444, 915.7298294366484]
	[-239.5467100652497, 252.1484132209006, 915.7483422346502]
	[-239.6355953250625, 252.612437829588, 914.0960034339053]
	[-239.7666391726881, 251.8612453997681, 916.5759209987849]
	[-239.2554843500161, 252.5059078010746, 914.8288657576409]
	[-239.460785049425, 252.7274681674312, 913.902703850115]
	[-240.3517816957104, 252.075678934041, 915.6432824047489]
	[-239.2626969244796, 252.6707427009657, 913.9770905871828]
	[-239.4415768949262, 252.4640701045081, 914.6102310863411]
	[-239.5395744107985, 251.9728293162248, 916.1769828069828]
	[-239.1805261869986, 252.7605915846509, 913.6588755187784]
	[-239.6619940747685, 252.8241384060734, 913.5878196389283]
	[-239.5328549476521, 252.6503317852329, 914.1892300836953]
	[-239.9299299731497, 251.9220407756131, 916.3224638177132]
	[-239.5645698333971, 252.5432982258306, 914.5252288388772]
	[-239.6813195447144, 252.0903621649527, 915.8553736897755]
	[-239.5682787698978, 252.5584100415006, 914.3709302289492]
	[-234.4404277677618, 254.7098721367882, 908.8178895836819]
	[-240.0521189213042, 252.2851721180074, 914.5274010367506]
	[-240.9332339554159, 251.9833090746559, 916.2638351500168]
