-176.455	169.244	1131.49	
-176.455	169.244	1131.49	
-176.524	169.205	1131.66	
-176.495	169.195	1131.58	
-176.518	169.202	1131.63	
-176.507	169.231	1131.6	
-176.53	169.195	1131.67	
-176.494	169.201	1131.59	
-176.511	169.168	1131.66	
-176.537	169.165	1131.68	
-176.519	169.205	1131.6	
-176.478	169.225	1131.53	
-176.572	169.154	1131.77	
-176.528	169.208	1131.63	
-176.539	169.194	1131.68	
-176.535	169.165	1131.7	
-176.516	169.197	1131.61	
-176.524	169.209	1131.63	
-176.587	169.185	1131.77	
-176.506	169.218	1131.59	
-176.487	169.212	1131.55	
-176.492	169.209	1131.59	
-176.525	169.212	1131.64	
-176.468	169.195	1131.56	
-176.534	169.156	1131.68	
-176.513	169.202	1131.62	
-176.501	169.179	1131.59	
-176.501	169.223	1131.6	
-176.481	169.218	1131.55	
-176.511	169.221	1131.59	
-176.515	169.17	1131.65	
-176.522	169.18	1131.64	
-176.546	169.173	1131.7	
-176.528	169.195	1131.65	
-176.499	169.247	1131.56	
-176.532	169.244	1131.62	
-176.514	169.219	1131.61	
-176.484	169.221	1131.56	
-176.511	169.172	1131.64	
-176.472	169.239	1131.51	
-176.513	169.207	1131.61	
-176.512	169.185	1131.63	
-176.548	169.193	1131.67	
-176.507	169.187	1131.59	
-176.434	169.273	1131.41	
-176.506	169.188	1131.63	
-176.468	169.242	1131.51	
-176.47	169.2	1131.53	
-176.468	169.261	1131.47	
-176.456	169.213	1131.52	
-176.507	169.191	1131.63	
-176.515	169.178	1131.66	
-176.451	169.24	1131.49	
-176.53	169.153	1131.71	
-176.514	169.223	1131.59	
-176.471	169.226	1131.52	
-176.481	169.24	1131.54	
-176.473	169.226	1131.51	
-176.531	169.186	1131.67	
-176.535	169.205	1131.66	
-176.513	169.218	1131.61	
-176.475	169.23	1131.52	
-176.521	169.163	1131.7	
-176.542	169.19	1131.68	
-176.515	169.206	1131.64	
-176.523	169.194	1131.65	
-176.525	169.202	1131.64	
-176.554	169.185	1131.72	
-176.492	169.217	1131.57	
-176.515	169.219	1131.63	
-176.449	169.253	1131.48	
-176.502	169.202	1131.62	
-176.558	169.187	1131.73	
-176.537	169.195	1131.69	
-176.479	169.227	1131.54	
-176.516	169.19	1131.62	
-176.582	169.17	1131.78	
-176.58	169.138	1131.82	
-176.538	169.206	1131.68	
-176.478	169.198	1131.54	
-176.493	169.245	1131.56	
-176.496	169.225	1131.59	
-176.492	169.24	1131.55	
-176.531	169.213	1131.64	
-176.538	169.184	1131.65	
-176.475	169.25	1131.5	
-176.447	169.212	1131.49	
-176.564	169.184	1131.68	
-176.524	169.194	1131.64	
-176.499	169.191	1131.6	
-176.515	169.187	1131.62	
-176.561	169.18	1131.71	
-176.496	169.193	1131.58	
-176.494	169.239	1131.56	
-176.519	169.228	1131.58	
-176.525	169.202	1131.63	
-176.507	169.229	1131.59	
-176.543	169.198	1131.67	
-176.532	169.204	1131.67	
-176.53	169.191	1131.67	
